dimension1, dimension2
8.895237909172928337e-01,-1.593988361771298268e-01
1.109225668295628298e+00,2.031968631566537509e-01
9.084217271300047969e-01,-3.073004601591592180e-02
9.953261234501745713e-01,-1.001994356365274452e-01
9.458353238591745704e-01,-2.140654121191273296e-01
1.170952362158960147e+00,1.512255314191274236e-01
1.073821891220261504e+00,-1.318979837252692577e-01
8.122288180097064769e-01,1.226798684674169776e-01
1.121524531525033952e+00,-2.928685571244065144e-01
9.987521046034673056e-01,-3.330010394361379578e-01
9.783965950625654884e-01,-3.127223143802938532e-01
7.285915672694414091e-01,1.677413322611585322e-01
1.105942183492705233e+00,2.360283022367757888e-01
1.167438801798843517e+00,9.711676395956768404e-02
7.646556208450392411e-01,-1.091206075199697804e-02
9.101201794506527110e-01,-1.405137984410494145e-01
9.067003143013996347e-01,-1.639427971426145603e-01
1.060092481818432297e+00,6.671951391948992283e-02
9.693819049725016512e-01,-9.861929500999314091e-02
9.543404205989434175e-01,2.656882614208373461e-01
9.184619138582509335e-01,8.317984907384485746e-03
8.904820786630435192e-01,1.502984129089804943e-01
1.102972499120468797e+00,-2.046612709213808945e-01
1.013467124083633708e+00,1.274782603312397400e-01
7.791067971448331075e-01,2.023708391020389782e-02
1.031313043947388985e+00,-8.445567993530540135e-03
1.190547214441199930e+00,1.180449309691399828e-01
7.854678797864395046e-01,1.495850032490857462e-01
9.254904721202537043e-01,-1.059306181129202398e-02
8.492319561692514007e-01,7.845642935868220313e-02
8.656801293693540122e-01,-7.894934741621904839e-02
1.162298892213164070e+00,4.513568874305935036e-02
8.376492336782921377e-01,-1.082826883441703608e-01
1.142152069065301978e+00,-1.183456023950248126e-01
8.921064937725170507e-01,2.812457443280784730e-01
8.750376202757058630e-01,8.853678011864025976e-02
1.164814464853424436e+00,4.678843702851875203e-02
9.115487503744524878e-01,-3.162590454347372071e-02
8.403019990660258731e-01,-3.698520344137145449e-02
1.165152172652115459e+00,-3.139988259095746748e-02
9.662506775430783623e-01,1.659677392426295583e-01
1.011510560044355911e+00,-1.018312646591435777e-01
7.408388926519960949e-01,2.548797781226934123e-01
8.657043613248038838e-01,-1.217590013713579500e-01
1.160448235298990216e+00,9.296437867794808685e-02
9.746952440642102644e-01,-6.648691458259760323e-02
8.559598058342922089e-01,-9.513369905437977017e-03
1.186509847920279137e+00,1.610050276868834618e-01
9.823464439300859663e-01,-2.638285273727665817e-02
1.018911879976513779e+00,-1.124024692785295480e-02
1.158566262626239407e+00,9.348755007619966029e-02
7.716392902546110877e-01,4.003112486725483032e-01
1.180184039493915815e+00,2.221576229284270843e-01
1.072393786926317594e+00,2.591556593119586638e-01
9.566576565078258598e-01,5.653443350772667519e-02
1.158596413520294188e+00,7.891172622244001233e-02
1.145542511308533795e+00,7.716758027055514724e-02
7.919037528064654108e-01,-1.135570741436044660e-02
1.142819568339346947e+00,8.212737588196260263e-02
1.131679991816119779e+00,3.680570017122994919e-01
1.054234140662894559e+00,-1.369779731136902268e-01
8.059854679924784993e-01,-1.639323813076251080e-01
9.983099675249729188e-01,1.086233642840182256e-01
1.187529111964591655e+00,-2.932448446079797821e-01
1.158612966831763513e+00,8.512241173845373765e-02
1.066297095568560893e+00,3.444589332724366515e-01
1.298997045182936239e+00,1.671635210819365572e-02
1.086442555167269175e+00,1.224028017846488514e-01
1.015559430202418012e+00,-1.724008476025536696e-01
1.424308031267029762e+00,-1.345195586313046865e-01
1.416352849721749241e+00,-2.582706816898675539e-01
9.645323515626677002e-01,1.184666100916708376e-01
1.088679518158469417e+00,-1.536989182899259621e-01
1.029777566731003180e+00,1.932484137791986092e-02
1.014385249173523462e+00,-8.210074600323639948e-02
1.116259765693502493e+00,3.726192425360515953e-02
1.223126890689147483e+00,-2.854749191189636659e-01
1.113703623433856427e+00,-3.876339928887516106e-01
6.835436319146177553e-01,7.029424257032230831e-03
1.080440631529200335e+00,-1.135402135954842323e-01
1.013301583412015594e+00,-1.551369166472259531e-01
8.162696689698815122e-01,-1.849937566927309929e-01
1.324574619733870584e+00,2.616310510719845328e-01
9.459759917826920939e-01,-1.300407200349961157e-01
1.064372329735111977e+00,2.872096780021672902e-01
7.104194047917287147e-01,1.444825197315733334e-01
1.078974295860618327e+00,-4.963307031878937958e-01
8.669144103362208531e-01,-4.863817822154170578e-02
9.927226018838787303e-01,-1.052335206384031052e-01
1.136672429359215641e+00,2.939597473600610300e-01
9.917081038362900447e-01,1.270493260578712917e-02
8.829107120610213411e-01,2.248648598554584266e-01
1.388596961963156629e+00,-4.147185204295960465e-02
8.791570689243886072e-01,-5.859329245016878934e-02
9.072298382455253885e-01,3.529996057733422732e-03
7.912466595031859562e-01,-2.385754837655832544e-02
1.260060251893018624e+00,-1.175816776498726512e-01
7.738681676764085360e-01,-8.472807019075946286e-03
9.259732381117273814e-01,1.218420804383219674e-01
1.035247798356041304e+00,-6.402096344204505352e-02
1.000536204677299423e+00,-1.404417646825248667e-01
7.289681837397267161e-01,-7.904541688430982704e-02
9.383796195859803735e-01,-1.745644532771283008e-01
1.062325503246332792e+00,-5.841288699462721806e-02
8.780532368719512482e-01,2.098546758927019237e-02
1.002387182435275026e+00,-1.370268234695105336e-01
9.676023500397008537e-01,-1.023461076917846074e-01
8.881437960674719578e-01,2.404127277522880579e-01
9.580950341414817828e-01,-2.540253211583809456e-01
1.259939797900480052e+00,-3.336320228173081815e-03
8.332246956168001262e-01,7.672105889838358450e-02
9.666736642871903706e-01,7.865426688635714092e-02
1.048016840042865772e+00,-1.147408696544896523e-01
1.002655877574599286e+00,2.636716894422407031e-02
1.284955690176158072e+00,3.607774128702676691e-02
9.061890824934096811e-01,-6.023481949846194727e-02
9.068531815191680501e-01,1.391710622201028924e-01
1.040421023956254354e+00,-7.793125740303392945e-02
9.409496128376751978e-01,1.173759557169883755e-01
1.158215033449449427e+00,-3.052510952608323835e-01
8.668159300646791632e-01,-1.941343559769224611e-02
1.098603236972942154e+00,4.878744394014471186e-02
1.113591302242925574e+00,-2.328257234199236914e-01
8.534675093485406538e-01,-2.986839330099451129e-01
9.206869867798329610e-01,4.796863780208599631e-02
1.144447504718912656e+00,1.314370204438642109e-01
9.245574304590796766e-01,9.665550878500779597e-02
1.201137326611213085e+00,-1.676043549305675506e-01
1.036810767658046473e+00,-2.015369900323762675e-01
9.731362528930368461e-01,2.169592891524671774e-01
1.233645949539913245e+00,1.177789005470929184e-01
9.619332078991290613e-01,-8.463331658646149058e-02
9.219237770423628353e-01,-5.594668659047296461e-03
9.364933325814523979e-01,7.423792878377414445e-03
9.363612511281870221e-01,1.383387808994428481e-01
1.130382934410233187e+00,-2.884265815369296271e-01
8.537178021302984643e-01,-1.520986046300095706e-01
1.139181433432897794e+00,8.955065366199187193e-02
1.267971646713129008e+00,2.476923843908494446e-02
1.025326606370861038e+00,-1.012008421103760547e-01
9.300061610667720302e-01,-1.583482722734179671e-01
9.139952902874342033e-01,-4.469785320929518108e-02
1.284504193889590473e+00,-1.619300706108162680e-01
8.493248222280915805e-01,-8.324623983533112337e-02
6.873829111207679921e-01,-1.482969695079580930e-01
1.097227252967867717e+00,-2.095697806551759523e-01
1.286932330751794140e+00,-1.055254295987815838e-01
1.171010725045169121e+00,-1.456467047572194695e-01
9.979284079097262561e-01,2.047622233319203178e-03
7.896893021569446613e-01,1.274519089655838933e-01
9.293449305733374466e-01,-1.671963125282002194e-01
1.064484519239722538e+00,-1.152290603177623246e-01
1.184151413177493950e+00,-7.135221908965454218e-02
1.017618205874322612e+00,6.677546979698702721e-03
1.058137806900158573e+00,6.813752330361315390e-02
1.050722178362325732e+00,2.947545504280819559e-02
1.009511047227239500e+00,-1.949793001635848899e-01
1.021316304348409920e+00,-4.082521527557227831e-02
9.712625788561104478e-01,5.461986448254647908e-02
1.192614054672331836e+00,-1.501014761681812859e-01
1.061425199385527707e+00,4.392236643448729078e-02
1.002435486796404707e+00,-1.770734658065293010e-01
1.207778408899230049e+00,-1.931204919475032200e-01
9.756508872545825994e-01,1.158220429458091116e-01
8.175342106300704792e-01,-1.737004609123542209e-01
1.080647732631116131e+00,-1.486461299158506610e-01
9.801539765816499328e-01,-1.093962914048935420e-01
1.157904855988227899e+00,-2.435583497611931107e-03
6.672373470405377205e-01,-1.905420754209095346e-01
8.644342381910772311e-01,-1.875258276093247078e-01
1.278473420676683237e+00,-3.055818894743520669e-02
9.998993629387445958e-01,-2.469995739464478368e-02
8.758363561747871673e-01,7.113932957929142153e-02
9.638577813093777147e-01,1.800473046307846450e-02
1.264555014768903973e+00,-6.031849229591934591e-02
1.179712965480162357e+00,-6.860854306183895857e-02
9.961736176220707950e-01,1.490271467104345438e-01
8.597490022680031041e-01,-2.255780898480274632e-01
9.298626312082225454e-01,-1.252663466569561013e-01
1.157980041334775834e+00,1.204481111745981103e-01
1.015649639541705618e+00,-5.669688681122678209e-02
9.778496333587655132e-01,1.294948561475096384e-02
8.318843775510135208e-01,-2.060739542761112764e-01
9.059056117394093111e-01,2.326384797697333886e-03
6.683326683172725602e-01,2.029507405695029909e-01
8.351238284248846400e-01,5.411467482763950704e-02
9.053821202330490925e-01,7.107509981935086546e-04
8.954859653721785051e-01,1.093513822311876493e-01
8.760195216546386998e-01,2.310866304543324201e-01
8.775383067369079138e-01,-1.721874480939393492e-01
7.780348856142613734e-01,1.786751021681116380e-01
7.689951515325837983e-01,-2.409040167522817355e-01
8.816617360426244332e-01,1.619998825778526386e-01
1.053926788835563011e+00,5.619892621643188257e-02
7.416040729682524812e-01,1.171019174560226639e-01
9.939177381699758618e-01,3.988643872766538256e-02
8.411541022514342769e-01,-1.604467434145636640e-01
1.319051960867653417e+00,2.688210138044982989e-01
1.051182409722255517e+00,-1.167408678454186083e-01
1.085701005942729447e+00,1.999283524846321158e-01
1.122255945274888589e+00,1.857139123766577415e-01
1.037327722360333881e+00,-1.250526087752666660e-02
9.643233332338608799e-01,7.898324945773214922e-02
1.166508319331624133e+00,9.913052093087812086e-03
9.332583020458146139e-01,-2.230355842802073663e-01
9.659001941577234351e-01,2.055041056642835651e-01
1.100454128605526494e+00,3.943634082707702521e-02
7.653394179332296821e-01,-1.285579666486507018e-02
1.147268130196259506e+00,-4.503247498575273927e-02
1.039142911148187132e+00,2.144727042109147719e-01
1.007449578945035507e+00,1.723629514808524277e-01
9.985595674362580665e-01,-1.985274654894159940e-01
1.170651416007120416e+00,-6.874194931993113378e-02
1.096564342692321725e+00,9.143888371138725324e-02
1.000874110628398483e+00,3.183271052267859225e-01
7.041976278072338280e-01,-7.806751485710235194e-02
1.082351473639333372e+00,3.223847156206491316e-02
7.291371520044998000e-01,9.149975143111090115e-02
9.791666965940269973e-01,4.602720140405255206e-02
1.001333491758682248e+00,-7.673922972547296550e-02
8.653689853395470921e-01,4.213892053869738169e-02
9.332185724725501341e-01,4.258694697312527810e-01
1.130846968650273343e+00,8.367716694847957687e-03
8.363496566875923133e-01,3.159350957305444019e-01
8.255412597325675339e-01,3.807232809403230389e-01
1.205928216369512418e+00,-4.752483994686115126e-02
8.464880829494423331e-01,1.125959226947114422e-01
1.084533229767887796e+00,1.297898103767581024e-01
8.768529491626712025e-01,1.353271796796783888e-01
1.188741230806140026e+00,-1.333435048615133067e-01
8.971735507513450836e-01,3.950586027137041600e-02
1.227039771092485188e+00,4.603669109846098006e-02
8.837930781646143874e-01,2.269169874056007341e-01
9.863456574381000985e-01,-1.033246017650362170e-01
1.081323344546094356e+00,1.215036048229773263e-01
8.326450218870475872e-01,2.392856758989057031e-01
9.415173381283440390e-01,-1.428097402073829070e-01
9.992166125570358659e-01,-8.534794815449995783e-03
1.028732491763652890e+00,2.873831521868507322e-01
8.367312539881416322e-01,-1.782744326524384471e-01
8.775077985750272536e-01,-1.855041666671427766e-02
9.639382555425738408e-01,2.960991411441182275e-01
8.675722150682307898e-01,-8.869757865864832946e-02
9.491462779396059313e-01,-1.251222182876582205e-02
9.967454158532819131e-01,-2.769408183795832724e-04
8.511210265270365838e-01,3.045638584055701883e-02
1.096336206164306271e+00,7.685928398103848702e-02
9.929640315984638033e-01,-2.293410182664247787e-01
9.618821038155889180e-01,-3.496132259527635622e-01
7.855523245138287258e-01,2.189787122915052599e-03
1.129364716592146989e+00,-7.920803802639787838e-02
7.448573822372541731e-01,-7.872632743996423044e-02
9.170732140227503271e-01,-1.007932090547289522e-01
8.011122004187347656e-01,-1.552765589781815725e-01
1.182532115798868633e+00,-8.633422763143731860e-02
1.112516720893625743e+00,8.979166995390651385e-02
1.127878376407557948e+00,-2.143970986136332635e-01
9.941750260893512658e-01,9.408129249440873310e-02
1.086923658643889068e+00,2.983728035485865016e-02
8.910943266206444724e-01,-2.371980365932628565e-01
9.935379771466547050e-01,2.438966429105530465e-01
1.244482577216349029e+00,5.199133246086724142e-02
1.060480984272850424e+00,-6.963803907547881644e-02
1.159683756392068998e+00,-7.106817123162283145e-02
1.336566261367879704e+00,1.820964684022337576e-01
1.348169143808458870e+00,7.481972302391094731e-02
1.145834915593558101e+00,1.265396908942276466e-01
1.086844378185555460e+00,-2.277153601369426295e-01
8.055152570015162716e-01,-1.888962851298358891e-01
1.301432618804574837e+00,1.740041803097291118e-01
1.029504472275676541e+00,-2.239673819478662717e-02
1.144121504915445175e+00,-1.159129339015032983e-01
1.053493315584494772e+00,2.245516412516448956e-01
9.535755039406434985e-01,1.902344894688001997e-01
9.471756737454259945e-01,-8.282232001058996429e-02
8.086545263332977074e-01,-4.051356144387380925e-02
9.865339192879442054e-01,-9.315119558744043571e-02
1.254893739627690019e+00,-1.128825101456792657e-01
1.079362004647083983e+00,-1.567282583949013153e-01
8.923185301711600292e-01,1.752000423668605977e-01
1.144337229705612025e+00,1.579147322747690152e-01
1.071161404535876160e+00,9.617499223703929179e-02
1.103026322945577009e+00,9.579340402266454946e-02
1.195149849790155372e+00,2.679555657002506419e-01
9.452299867007145640e-01,9.747828764896226961e-02
9.232936672410880785e-01,-1.830807656141391349e-01
1.034884191072763082e+00,-6.982364704371599173e-02
1.144651836189509275e+00,-2.656100921580383245e-01
1.010507167832251918e+00,6.423389199226037238e-02
9.783354256988892050e-01,-3.759413762356873107e-02
8.482322849004220178e-01,2.364522173765102042e-01
8.579513691111556595e-01,-8.320035645816435677e-02
1.055939807077073800e+00,-2.568339707409882794e-02
9.027821993977279691e-01,-1.674147373957196872e-01
1.078222642011464449e+00,-1.299854155107132980e-01
9.802644873463762787e-01,5.818102966853176683e-02
1.395787796142772486e+00,3.380252459066830639e-02
1.047651602212973154e+00,-2.257351810100170497e-01
8.894840723262802396e-01,8.706678838749495886e-02
9.587749243720427028e-01,-1.328272446256902328e-01
7.277432162349506406e-01,-2.127287680785871771e-01
8.460449661292567258e-01,1.849840551138205169e-01
9.132636692527928979e-01,-9.524905366213595737e-02
1.035459111312732272e+00,-2.282025475824209573e-02
1.168197908600286272e+00,-8.970654654830535063e-03
9.836414242481399395e-01,6.201309327645770919e-02
1.179944271560747548e+00,-7.957940481418797340e-02
8.831185554194920240e-01,-1.474356168216835461e-01
1.100499447928776853e+00,3.577293379805545070e-01
7.581699320432713218e-01,-2.553800061809191613e-01
1.060973786188826207e+00,-1.779051274504162283e-01
9.370986420827676078e-01,8.197526155609818552e-03
9.820003788206994599e-01,-5.110251908985283947e-02
9.482279379229286986e-01,1.645639967450738816e-01
8.724272926868743561e-01,3.402293394961045797e-02
9.057256896469666474e-01,-7.484781663778743155e-02
1.059681121982022800e+00,4.369824560891104326e-02
1.062305786909013117e+00,-1.474630137830968690e-01
9.223284349341087651e-01,1.374463836005461459e-01
9.058222044144792484e-01,1.820830344713846860e-01
1.178735675274241723e+00,-1.606090307022446928e-01
1.273786243477356583e+00,-2.206038290431838467e-01
1.043684276772941066e+00,-1.296348655309972897e-01
7.494148728295828565e-01,6.001133553337993989e-03
1.016863661370183136e+00,5.427022121095216589e-02
8.247243791129433843e-01,-1.046033735225072314e-01
1.048684588743290735e+00,-2.403809911741792548e-03
8.360979410653732735e-01,-1.427929034516308704e-01
9.724851647272475530e-01,1.100358277491509246e-01
6.397759118514355636e-01,-2.740421845964986780e-02
9.484519577220428266e-01,1.707366438900886074e-01
1.023066710698784076e+00,-7.762734468111504027e-02
1.048787549292488963e+00,9.490706472836485386e-02
8.916028968507309083e-01,1.428057157055256654e-01
1.308385473484498629e+00,-9.396863697177990082e-02
1.112287787612120216e+00,-5.514465700251086622e-02
7.692945190041823311e-01,-5.243523761589263116e-02
8.743587019049701148e-01,-8.285437302106386792e-02
9.819594417373643802e-01,-1.070497884571894459e-01
1.113774772973234573e+00,-9.187686946894636775e-02
1.156182538708817376e+00,-1.092734709395913606e-01
1.063569401421975869e+00,-2.446408474843723146e-01
1.180799240037154751e+00,-8.815507608690134611e-02
1.098084335913731113e+00,4.882266908710692493e-02
9.937513057997973132e-01,-1.542725037682372013e-01
9.377951205638852539e-01,2.650839547215272374e-01
6.673672054112633756e-01,-1.616327443224085114e-01
7.908135074468783943e-01,-3.676613520951960146e-02
9.445099057887224037e-01,3.022076877183525467e-01
9.014546628065926992e-01,2.245196155256497794e-01
9.297533185602463446e-01,1.657236942177742478e-01
1.062595556776154027e+00,-3.747489421265535747e-01
7.532673725114299446e-01,2.116936684571105870e-02
9.409196695863388804e-01,4.377210466326873772e-02
1.044760423358599422e+00,2.271735063771737340e-01
1.239201812246158108e+00,1.279591176102186367e-01
1.262524476359113468e+00,-1.223094395273694457e-01
1.068164778724249198e+00,-3.245071504857312550e-01
1.150579693041127172e+00,1.107862229909309208e-02
7.670492873463169436e-01,-1.082904417890576121e-01
6.856027041766225016e-01,-6.103217715474705540e-02
1.014164494951436790e+00,2.258143673964999876e-01
8.771350637891328628e-01,1.816788863429357748e-01
8.013584360531120776e-01,-1.195711747140780837e-02
8.981915483781360843e-01,4.049808765902284530e-02
9.518160008112427350e-01,-8.306283499978946161e-02
5.940833155844169600e-01,1.463678978237032413e-01
8.691413126657056010e-01,1.497442113240812084e-02
9.086658540294947350e-01,2.383775005941613390e-03
8.987078465667005522e-01,-3.650928505855536438e-02
1.047272848363143494e+00,1.562045395441340190e-01
1.202789282127945558e+00,-7.204759605891364327e-02
8.624070533342130807e-01,4.909107665097977441e-02
9.348091310737385307e-01,-1.167578681347434810e-01
1.278654360266971990e+00,-1.992939333967623516e-02
1.239075551439853928e+00,1.547888439475683109e-01
9.702302405844528410e-01,1.909614424261615317e-01
1.144016493181744920e+00,3.023192798193359912e-02
7.532198636681002313e-01,5.481659086506736334e-02
9.394967623868100137e-01,1.006330304201353693e-01
1.126481677805695414e+00,1.330710248215869196e-01
8.378529793812007354e-01,-4.560890960548493606e-02
1.205404926428340850e+00,-1.615424651574164927e-01
8.932001400773845745e-01,-2.512270152574015980e-01
8.365264201331452654e-01,1.908895369322843594e-01
8.253426947447425333e-01,-8.214045995388365162e-02
1.344060642775571246e+00,-2.080143494797166148e-01
1.294706336104237687e+00,-1.062849851955088160e-01
9.344944123741701913e-01,3.000849610956788927e-01
1.015679641686755730e+00,7.335089530261360014e-02
1.180110124198648469e+00,-6.589701121199030565e-02
1.132450900524390569e+00,6.153506805600433144e-02
8.799577678397390024e-01,1.488944791816985413e-01
1.012497472614887872e+00,-2.215924652556323649e-01
1.110608434825341106e+00,2.786434165753454845e-02
1.092940205110645380e+00,3.478786595039944779e-02
9.358359008451939687e-01,-4.220194140571628671e-02
8.994714857037482414e-01,-2.175835162677725032e-01
8.687251838614471477e-01,-6.555771807198447487e-02
1.100043951035803991e+00,-3.069239320332780088e-02
9.802089378731012603e-01,-2.922351624067527978e-02
1.065251297688059928e+00,3.091791639686894758e-02
9.574431531016571739e-01,1.451672718586189126e-01
1.068096140116226556e+00,-1.225122352546833271e-01
1.060636048659639785e+00,4.940838765283459694e-02
1.217520983620119956e+00,2.276493394085497557e-01
1.091438992113615170e+00,1.704825670337059215e-02
9.483760268596355125e-01,4.566319378503276571e-02
1.072372438589257460e+00,1.161086386083602651e-01
1.055107815790056192e+00,1.443545620978697042e-01
1.088039139387552812e+00,-1.111035230125418938e-01
1.047152863683002533e+00,-1.655250682640472260e-01
8.968025202185898603e-01,-1.716859662251366825e-01
1.011983771870616833e+00,1.814943430811429004e-01
7.100420515421322909e-01,-2.060769454655156097e-01
7.666922515387640802e-01,-1.880008233767858916e-01
1.060442450271145809e+00,-6.808556166271724497e-02
6.953310687903482279e-01,4.186845226828019711e-02
1.154432820073510779e+00,-7.278043866637794179e-02
8.774310469116277655e-01,-1.307422878845441172e-01
1.011419088033577607e+00,-5.626702103830200780e-02
1.166957004413577081e+00,4.335186344593671554e-02
9.772217911013608704e-01,1.398012590881265171e-01
9.672550914550319678e-01,1.423268791598510941e-01
9.780535919216980512e-01,3.536178156394008121e-01
8.618187685413706278e-01,-1.404936741488951313e-01
7.334728614619796527e-01,3.939746566890288126e-01
8.219434441647609502e-01,5.572818561234893497e-02
8.671435608476472101e-01,1.094246700907470227e-01
1.114590711992124783e+00,2.115412808056554572e-01
7.706713923703953917e-01,-6.731448053104045759e-02
1.200306601641519144e+00,-2.795796110477862251e-01
1.161250583221313581e+00,3.518396360047077454e-01
1.149829962337247657e+00,-1.648175760180489446e-01
1.060890724130020724e+00,2.380941917202448743e-01
1.076346432402781383e+00,1.563197177612178079e-01
1.260866068371202520e+00,-1.097906467088229504e-01
1.075133748022353730e+00,-1.585578733426249165e-01
9.138213606005084477e-01,9.392077312948086953e-02
8.124463368235748106e-01,6.272649099893902458e-02
1.222462966091211189e+00,1.761863976374759000e-01
9.901085714487068978e-01,1.341819027858656872e-02
1.079548546154304178e+00,-2.552776695012194952e-01
8.519332384651964185e-01,1.300539189117388417e-01
1.220731042716413528e+00,1.891769666192389676e-01
1.043483295454085358e+00,3.733953143215287124e-02
9.277115379753866353e-01,1.120834606476621975e-01
7.363649501466591474e-01,-5.632829239151009720e-02
1.017772983382096541e+00,-3.382888441342588592e-01
8.967583619888672697e-01,-1.319788524338840752e-01
1.024036003989716281e+00,-5.395289007289648213e-03
9.360525552781572278e-01,2.304243652385352947e-01
8.479303719212505364e-01,-1.011562669705684259e-01
8.500649587463449119e-01,3.649999925510080678e-01
1.130763979699875854e+00,-6.579781224714374710e-02
1.203899504265967924e+00,-7.716171851501410495e-02
9.837190945983342871e-01,9.900698768465998612e-02
8.074136299266615469e-01,9.990137476989267851e-02
8.714695258362624708e-01,-1.071636775497284561e-01
1.129028654837739065e+00,1.762987574895795162e-01
1.126268353818486334e+00,2.079181900709145270e-01
1.080105161039732975e+00,-1.964818970868268955e-01
9.374146919792457622e-01,-1.022335675941642152e-01
6.566908104235997801e-01,-2.720629320666594908e-01
9.041319173599436931e-01,4.948635245882788275e-02
7.716942047593741139e-01,-1.996710304918314638e-01
7.877272745212935412e-01,-1.285500650725486006e-02
1.289535105755542865e+00,1.323218032590044724e-01
9.713544788555337206e-01,-8.883607634710509807e-03
1.123947375388638203e+00,1.230268489841986196e-01
9.700900772500917757e-01,-1.269183592243789127e-01
8.799318456921010334e-01,-3.892226205560279928e-02
1.204692463619280840e+00,2.901736384725112691e-03
1.157230319527037699e+00,4.737589910775797941e-01
8.900903862781210929e-01,-5.436751987994956070e-02
8.927599159666906870e-01,-6.995357425867905488e-02
8.013378321194550846e-01,2.413796987520648862e-01
1.160748235601591460e+00,-2.754453027581960090e-01
1.192911905351508706e+00,-8.792978651335392470e-02
8.316778486087992306e-01,-5.953801087674509551e-02
9.515376186836908001e-01,-5.041244451837270657e-02
8.656164297471885538e-01,-6.405589696244261277e-02
1.072258875283640611e+00,1.228487778524729457e-01
1.199310165128872008e+00,1.008718260935907579e-01
7.166950575201098683e-01,9.492541373410495753e-02
1.153158477474927501e+00,2.795347560751896068e-02
1.036319165069771397e+00,1.488284950839663390e-01
1.121397833540024980e+00,-1.214977324196586661e-01
9.435883732688045145e-01,4.482290028306040730e-02
1.023564487126231271e+00,-5.999935831445780965e-02
8.764862874772856305e-01,2.041635248938080682e-01
1.172291043254336085e+00,6.905207388897992293e-02
9.656722213290434009e-01,1.579695965238520627e-01
1.237442024578585320e+00,-1.507355114706244448e-01
8.076252332631324027e-01,-6.099230599929337387e-02
1.045213919895718435e+00,9.753916193490148878e-03
7.832195018840033551e-01,3.214936895893397151e-01
1.360422475895665784e+00,-6.966547674627841802e-02
1.364947413615438698e+00,1.455981970855228444e-02
7.257148862724864813e-01,-3.578457018451874916e-01
1.046654241384751272e+00,-1.623608877807472262e-01
7.184233279473586364e-01,-4.541845872379023097e-02
1.052547224909857304e+00,-1.836058340583456849e-01
9.325703993138663161e-01,1.380077808973742548e-02
1.066675065638748476e+00,1.895368848566987563e-01
9.814137896652737059e-01,2.417829631348123176e-01
1.422769192076248412e+00,8.111910683244864806e-02
9.752559628619176246e-01,-1.918076014623518524e-02
1.235087615664689942e+00,-6.296613508128599823e-02
1.161405323914313392e+00,1.242325169991104761e-01
9.012613140055499850e-01,-1.367805774416980535e-01
1.196325331519348723e+00,1.069373781635182472e-02
1.125825566454521143e+00,2.167488596356902109e-01
9.070680090489567915e-01,7.777008420241557016e-03
1.034895608713789716e+00,1.288749710713559538e-01
1.034388627985225684e+00,-1.495880702877767573e-02
1.144754794237738960e+00,-1.955653542740746209e-01
1.132854844985296205e+00,1.568458757199766018e-01
7.747359128410472584e-01,-1.368785930854956867e-01
9.618964191099234062e-01,-9.897337895435723287e-02
9.078377007391839060e-01,-1.090163751790935304e-01
1.128150363101698028e+00,-7.102765451524210849e-02
1.083388928291074471e+00,-9.069535179614490045e-03
1.058112249065042754e+00,-2.030283104168522923e-01
1.008356084689950416e+00,7.831263764636245406e-02
1.017913841451433710e+00,-1.903311548709644974e-01
