dimension1, dimension2
8.968763950799298890e-01,2.345467593937240747e-02
1.118232466255766555e+00,-4.127763289319077294e-02
9.229329637344024784e-01,-1.188676963705588979e-01
1.148114762151174251e+00,-2.021911492058403592e-01
9.020693275277427148e-01,-5.042004558549895155e-02
8.892611485129768845e-01,-1.944551319951263180e-01
1.140142467054713782e+00,3.412503193124277190e-01
1.099193931671898383e+00,7.329762948990491134e-02
9.393558985186019061e-01,6.290391488343950732e-02
1.317303323186279185e+00,-1.292124404940010740e-01
8.283863634180558266e-01,2.459384438789725957e-01
1.123855906023726758e+00,-7.525518621850546541e-02
1.187957943076624279e+00,1.214648158925442367e-02
9.937884804479041323e-01,-1.545102105106533341e-01
9.778615492424453937e-01,1.483101065391635026e-02
1.067353674457130586e+00,3.255687888750576353e-01
1.304300517687285277e+00,2.142071593754933390e-01
1.236036551642897052e+00,-5.206943958806703465e-02
7.967027589868617143e-01,-4.902129425744724545e-01
6.921395545824522433e-01,2.159074972498330469e-01
1.216715253223592530e+00,-1.937770308351288717e-01
1.127125355508857840e+00,2.320159119647342560e-01
8.355198113680942784e-01,-2.877925156207077895e-01
1.069275536689244799e+00,-2.789933757866085509e-02
1.087387672790922410e+00,4.000800367403316016e-01
1.512286035247969007e+00,1.886278050924080352e-01
9.418357564321396813e-01,6.875290301512641811e-02
8.734099172707647796e-01,-1.851661468752109629e-02
1.392043697403945179e+00,-1.066503630161692168e-02
7.645400072165584593e-01,-6.657252766206138428e-02
1.242097598336824316e+00,-1.598991783672443490e-01
7.644516983289936229e-01,7.427413481351625990e-02
7.484954641538215103e-01,3.636078891960765197e-02
1.237160675841335156e+00,-1.649702619508127965e-01
9.057091397342157402e-01,1.089577951192881172e-01
8.462482820456813659e-01,-2.779338038557370438e-02
7.602476938462304767e-01,-2.839249139646123909e-01
1.048025208546953913e+00,1.003399881177254038e-01
1.100907474232810879e+00,-7.650650816752034566e-02
9.327157473608878036e-01,-1.493451755030289207e-01
7.778506693907248914e-01,-2.663150383103187191e-01
9.751382450084928877e-01,-3.645103642678442779e-01
9.945645638834207380e-01,-2.889026866701430857e-02
1.269940213252227279e+00,-3.280966421608303568e-02
1.257089659427444328e+00,2.492388604336724378e-01
8.696007690897487041e-01,-3.708922172803857248e-02
1.012362254305316789e+00,-5.024113513375989826e-02
9.778625300741808912e-01,-2.668615526986441444e-01
1.210423550580121299e+00,-6.224939598634432469e-02
9.271021061374244976e-01,2.408558575908548716e-01
1.030760518326557129e+00,-5.273820814106529309e-02
9.591148549583146110e-01,4.575953664658733572e-02
8.600700174810369525e-01,3.481398167641669428e-01
1.360182610538222869e+00,1.373973118591848008e-01
1.173343413958098935e+00,-1.369338519177140667e-01
1.181353766938101124e+00,-2.784640985606579577e-01
1.066618931074805099e+00,6.164194352764017920e-02
1.579384838939108304e+00,-5.129754144479031081e-02
1.322960228800244664e+00,-1.770598451641373916e-01
1.208673197167096314e+00,-1.064448094174963444e-01
1.043797877683888764e+00,3.814998998920594575e-01
1.340122251432056322e+00,-2.333154186637354521e-01
1.280178719001188847e+00,9.085752837692176453e-02
1.364340522298360892e+00,-2.817185762978380303e-01
6.701155074624760566e-01,-1.660495755050238609e-01
8.981762960331276524e-01,1.405847072391437913e-01
7.179361389903886614e-01,-3.496681936074303998e-01
1.069778346415059644e+00,-3.514744428634092865e-01
1.380082525585363484e+00,1.313807214709043769e-01
1.032353715162360519e+00,-1.572524108501965889e-02
8.016080987824723003e-01,-8.362190816612558031e-02
8.987420043047416041e-01,-1.765056586704119579e-01
6.895304428386130891e-01,-1.027867421987190832e-01
8.647588135777973806e-01,2.543481399663356096e-02
1.086728863370091780e+00,-1.867338320273448093e-01
1.059238437224389928e+00,1.345758528806746124e-01
9.005778805043832547e-01,-1.627426709026545334e-02
8.031563349570669530e-01,1.187330724815384431e-01
9.535687464957124382e-01,-2.142706288465039133e-01
8.208124354900627750e-01,2.193518753246706532e-02
1.174072230348322865e+00,4.157703530628896194e-01
1.124814513716938746e+00,2.326796420560383050e-01
7.836708681926207731e-01,-1.894092651636227198e-01
1.355784561949412659e+00,1.835848705097535907e-02
1.058010297470543426e+00,1.105728019761633291e-01
1.067846882781982698e+00,-4.668171616936437340e-01
1.112550294165524312e+00,-9.417452370569445730e-02
1.370653381623426315e+00,2.423108529213518492e-01
8.264280696669179527e-01,7.537166157922917109e-02
6.294801444459336981e-01,-1.188351834838845406e-01
9.687143698196342134e-01,-8.577767061754014433e-02
1.123254078693604940e+00,1.878779699972893957e-01
1.002268009362318191e+00,2.758181214301063666e-01
9.874839685257307265e-01,3.084443996684618425e-02
6.451319872475438366e-01,1.964367439177106822e-01
9.191922791615224630e-01,3.402074448934895856e-01
6.254861628573522569e-01,-3.568600414217153877e-02
9.158834437863045963e-01,1.313330364428139940e-01
1.025837137599487248e+00,3.820813285478562998e-02
1.098576845831134463e+00,1.062800581693541108e-01
1.182023331126456522e+00,1.680906325902782883e-01
1.052093449344185583e+00,-2.356935811569303707e-02
8.963836160076453785e-01,1.166246836165523160e-01
1.267331039312493912e+00,1.829183041791246078e-01
1.107697749692000411e+00,1.468231318149642584e-01
6.113663584695052666e-01,3.392118207760883714e-02
4.670888285268013362e-01,3.339547134655283522e-01
6.417846212908083769e-01,-8.495643024630268603e-02
1.091545624266351044e+00,-2.062730705874138148e-01
9.704407847783474983e-01,5.505913884871752040e-02
1.458088015074582078e+00,1.430430402148667735e-01
1.281274579209811471e+00,-1.364124642502689555e-01
8.188290362513959142e-01,-5.162429326771691973e-02
1.046187743211269394e+00,-6.394348050219725299e-03
1.032989209480424053e+00,1.216121857733585970e-01
8.996079630400353189e-01,3.296429115211901295e-01
1.328993058004662053e+00,1.735164811325085217e-03
1.173262174613503683e+00,-3.915303675937263916e-01
1.239068151038123844e+00,2.419184606389263303e-01
7.867535751028301716e-01,2.277707379252127129e-01
1.105648070190179855e+00,3.323561911867477514e-01
7.294346207674342608e-01,3.835372492097097186e-02
1.275461934024562094e+00,5.700298641906192260e-02
1.001320234098040052e+00,-1.878516162656621302e-01
1.121509659412706750e+00,-5.796874049523732808e-02
1.262101626729430937e+00,-1.135861226093645704e-01
8.884750362530648982e-01,3.587493061589310805e-01
1.074549942685931292e+00,-6.764863921721271656e-02
1.172574985597151231e+00,1.914789514403747173e-01
8.022406304904177166e-01,4.517247054323909883e-02
6.996023794740817703e-01,-6.624236256314552929e-02
1.068089921917218632e+00,6.331880579840155898e-02
1.534766023353623110e+00,-2.982084466355682320e-02
9.279320929694516717e-01,-1.932508283816948905e-02
8.562807853251557244e-01,-5.164050495321338419e-01
1.044425973615247027e+00,-2.913201255533248157e-01
1.214462774282490498e+00,1.011123723286457415e-01
1.056220337492539851e+00,-3.146125569027620195e-01
1.205350606363443378e+00,-1.190577595153232207e-02
1.066507533199453572e+00,-1.835056846695169164e-01
6.983044838301235568e-01,1.342486539017001546e-01
1.077319451954625196e+00,1.104305618211906675e-01
8.679136833011460439e-01,-2.075744746274354180e-01
1.082906394865779109e+00,-2.372910292961020184e-01
1.194253606340821117e+00,2.587755038400403954e-02
1.243371086412623949e+00,2.887894032027614188e-01
9.049488897486671624e-01,1.932897067469037111e-01
1.131899889820847660e+00,9.886964909922737674e-03
1.035729708205376465e+00,-2.562061947123283057e-01
8.981227295955186429e-01,4.081436003670664281e-01
1.024460002276546433e+00,1.822102043704126872e-01
1.106915268949194564e+00,1.362654899934006847e-01
6.638764963792267437e-01,2.269615396605066671e-02
8.731594577056989159e-01,-2.656525490958120406e-01
1.074299785165628851e+00,-3.766285150635435008e-01
1.004649311544515422e+00,7.256170736772497853e-02
8.984549611970606975e-01,3.414046252709434376e-02
1.056413452365116523e+00,1.605484126287345381e-01
8.950723443246688671e-01,-8.399322307514983654e-02
1.333762792828378618e+00,-1.353320300449406544e-01
1.141067324895562951e+00,-4.154431668884894235e-01
9.483928434828823306e-01,-8.777353812083851792e-02
8.376227046244186791e-01,1.384937095278083452e-01
1.151460531761387074e+00,3.430724464221192316e-02
1.084403788998276941e+00,1.437626714535446826e-01
8.784302466970501655e-01,1.761399384679062929e-01
9.210926695607357662e-01,2.589089373606883945e-02
8.917335699630379864e-01,-3.155462914252827322e-01
9.352844443281376208e-01,2.076864289700108002e-01
1.243585272331173996e+00,2.123400363877041980e-02
8.161590775993979863e-01,2.475522074371538095e-01
1.200775982496914640e+00,3.004171325924089864e-01
1.259877645366896060e+00,3.097426606323871456e-01
1.336815875508814866e+00,2.076605735597098212e-01
1.078278420510414337e+00,-5.634663256345639332e-02
9.672966648184853078e-01,1.465989278654178385e-01
7.539579825189541840e-01,-1.653041422661475635e-01
8.881068905138049807e-01,-4.059508309702607176e-02
7.184932821697080918e-01,1.505479452632625392e-01
1.028671415420927993e+00,-1.793046519669112826e-01
1.390507598809976653e+00,-6.777504181842929076e-02
1.101976057869090031e+00,6.128339257500198256e-02
1.192635118019926610e+00,-1.460853637121845849e-01
9.990838477448440447e-01,-4.543901008743708170e-01
1.030997978759125688e+00,1.313376829110614041e-01
1.332288830908440413e+00,-1.588521243522398596e-01
1.248582521844874060e+00,4.082571531552384170e-01
9.422868114705609255e-01,1.215400650945937938e-01
1.115093243191594974e+00,2.167690615013624367e-01
8.415196815002042863e-01,9.434517295197053510e-02
1.312689131801556330e+00,-3.215233934899222046e-01
1.016468245473828524e+00,5.424054284412976185e-02
1.284465926010228909e+00,-4.141487164531620913e-01
1.052402851567098452e+00,-2.088364252689447198e-01
7.789471512963045408e-01,1.331159426835295256e-01
1.138481042191235693e+00,1.603349685857433649e-01
7.413974455208079961e-01,3.670510069466733083e-01
8.940311693233706780e-01,3.859832993022616066e-01
1.180580866101188953e+00,1.376354281510608624e-01
1.046767478693718667e+00,5.852576439910992662e-02
6.489740680524519467e-01,-8.498567177218972757e-02
1.113414160843666290e+00,3.443697912448779458e-02
9.313061188134654778e-01,1.028794942549645652e-01
9.044058098541868373e-01,-5.664287329517796871e-02
1.260375072339467550e+00,-4.201071187031939907e-02
1.041236697121031396e+00,4.689920374106396062e-02
1.108175997724820228e+00,-1.798947905421076354e-01
1.241657215387452551e+00,2.894383440803799390e-01
9.658090016732230332e-01,3.284764681544433129e-01
9.793121444132625308e-01,2.503973176385479449e-01
1.027333858991605897e+00,1.757095790425773907e-01
9.917413462029294191e-01,9.512172868555300587e-02
1.372732125988666674e+00,3.380737737105045104e-01
1.283083011379076765e+00,4.295990134981497732e-01
9.078719591519841536e-01,1.036920106386878121e-01
9.988711252510886762e-01,-1.067799328163576145e-01
5.674772782603216825e-01,-2.765420939901541142e-01
1.070084719117882832e+00,-1.471443246209275246e-02
1.088693767077366426e+00,1.295715581940947575e-02
9.718114673656355063e-01,1.562222226717464579e-01
1.252903793129738430e+00,3.102942031601729211e-01
1.062372240506459287e+00,6.270109669457456236e-02
8.291258728850483539e-01,-1.892433289339141012e-01
1.176159589954659523e+00,2.747730835215391187e-01
1.212335076033122405e+00,-7.720811418338983934e-02
1.138270999020063678e+00,-1.021153871884967757e-01
1.261360191343111836e+00,1.796080600650333814e-01
1.156014944096226627e+00,2.210261312809326875e-02
8.759118313572591408e-01,-3.340415290816425298e-01
1.107222472702125149e+00,9.445944297763586572e-02
1.151929531097025228e+00,-1.030613286883642205e-01
8.296370625484699168e-01,4.040240470438520859e-01
1.252619740606548460e+00,2.013247959022260170e-01
1.023209954779876529e+00,1.652748642229815157e-01
1.111772673243154319e+00,-1.342970125510574986e-01
7.817172803557983496e-01,-8.090353531201061044e-02
8.773445855934328685e-01,3.094997736527545576e-02
8.202927073105279465e-01,4.611311760238647750e-01
1.171944742116340477e+00,2.235054597006507215e-01
1.138113418066645455e+00,-2.906571745788899541e-01
6.356727974489306821e-01,-3.835752763887081418e-01
8.598608314721153389e-01,1.008350165979404189e-01
9.552793256256578713e-01,-2.016095152722098272e-01
9.363142840233106279e-01,-3.906331656068875446e-01
9.671318478019890197e-01,-1.969628790719496203e-01
9.908958895313046966e-01,1.416600825124086360e-01
8.100862235637429354e-01,1.291186673436148236e-01
1.087340845169896930e+00,2.763258841389828468e-01
1.168732931421912813e+00,1.126299617598371383e-01
1.290563285279382466e+00,2.961799916883527395e-01
1.102298863592574563e+00,-2.587321480472938862e-01
1.262742004680169838e+00,-1.486239624463113473e-01
9.951346004706169701e-01,-4.713918718207272818e-01
6.370908029772374137e-01,1.839877820706579126e-01
1.029764563937394684e+00,-2.099310267192725787e-01
8.754268656681726268e-01,-8.314338807238112750e-02
9.853544709800181600e-01,-3.583631082550952501e-02
1.173250394430250809e+00,3.445649167689646131e-01
1.122853735091756011e+00,1.356639197214370707e-01
1.201812817264361621e+00,-3.175526473809061612e-01
9.205957126591266526e-01,-3.161437209859713909e-02
1.049683621458737282e+00,-1.128127506303689548e-01
9.339524517360975331e-01,-2.308968650051341498e-01
1.017684448688246812e+00,6.141558752655911640e-02
1.195158232961583522e+00,-2.181448638609820856e-01
8.915367851608795302e-01,6.439419071833391017e-02
1.003897680168523987e+00,-9.022987978457961897e-03
1.023038804939342405e+00,1.237655534736703533e-01
1.395843553718754793e+00,8.794284172544596101e-03
9.745975681593074258e-01,-1.524472742728053276e-01
7.889188511382784208e-01,2.109511769215050847e-01
5.682790078538471068e-01,-2.754213478238450308e-01
8.112452251815082116e-01,2.740037796975786089e-01
1.004658907965662040e+00,-3.260057120177125012e-01
9.870841023996745900e-01,-8.777719288702384715e-02
1.091231887839962722e+00,4.417030059549728604e-02
1.080555532548479025e+00,1.241811489485241671e-01
1.033058039869892752e+00,-2.276889430879846243e-01
9.667792705787823238e-01,-8.709439934420920570e-02
1.062863362031104097e+00,1.477467914096241008e-01
9.030523768065366053e-01,1.249067601709833060e-02
1.199942326461515218e+00,1.184806484858021425e-01
1.396337264958170454e+00,1.924924279813418626e-01
1.115162299457647999e+00,-1.921634482410796152e-01
9.814434601597896712e-01,2.658589009430465389e-01
9.840362242508917667e-01,-1.568956046284505357e-01
6.391093641833012207e-01,-1.195003211245875829e-01
1.204575310372651087e+00,-1.641749138573794231e-01
1.020001878013259811e+00,7.675953918288261346e-02
1.047709563840839131e+00,4.395065190660361887e-02
1.096477778152189053e+00,3.174638111194076906e-01
1.037517314058296503e+00,3.076439538892775105e-01
9.824543621015582318e-01,-2.024308046480437495e-01
1.142955549567732376e+00,-1.111792488022423780e-01
1.113686354252251043e+00,1.233375621435405106e-01
6.968238942023794458e-01,-1.714879313773151615e-01
1.002640833284195843e+00,-3.171310159625223557e-02
8.503355456136082458e-01,-5.004160705834265199e-01
1.082361387455009094e+00,6.771644022479172964e-02
9.652229537431372686e-01,-2.921166295946828195e-01
1.266246221843298825e+00,-1.018285009118424789e-01
6.682352554527466459e-01,7.729592070568475082e-02
1.035987511970668518e+00,-2.578235735315483335e-01
8.973032861711082164e-01,-4.602410081436812683e-02
1.176053737991851644e+00,1.706560850282047848e-01
1.188359473172555525e+00,-1.751575230650301296e-01
1.058137830489761733e+00,-1.129268252983102461e-01
8.451511140393519472e-01,-2.084766968808594578e-01
6.732268874358872113e-01,1.923129264082741041e-01
9.688655509191710369e-01,1.416226991692735859e-01
8.710394202157026866e-01,-5.231418790191735835e-02
8.539218744556885676e-01,-2.495244440997728685e-01
5.782629855876653124e-01,-6.096831214996505793e-02
1.495486156380168463e+00,-1.080439020118454246e-01
1.407112792744793728e+00,-3.726638703994735180e-01
9.602035996356248493e-01,-6.789325151589174767e-02
1.307131464211030769e+00,-1.888423091178173252e-01
9.457575632606414207e-01,-1.712646606289144335e-01
1.046331566192439944e+00,-3.477075605137199682e-02
1.052145836595352879e+00,-8.361725774480811835e-02
1.093436697510077327e+00,4.557777271443097522e-01
1.010815481417381090e+00,4.181996915503093104e-02
7.425668402836049786e-01,-2.963103994092496918e-01
1.097146424152494859e+00,3.515319218403480106e-02
1.164910107653346127e+00,-3.761835485970868032e-01
1.125152262863944541e+00,-3.163741990058636100e-01
6.161654612054898728e-01,6.618826589185394793e-02
9.105974448033415936e-01,4.502608223175199459e-02
1.082208172847660022e+00,1.131381099451102962e-01
9.685814343376260016e-01,1.857056647311197128e-01
1.304882466526082085e+00,-1.291552572952628652e-01
6.468147580610386083e-01,2.191536255577826164e-01
9.785270852065643954e-01,-1.179578724981742294e-01
1.238799215244935636e+00,1.813353645128428782e-01
8.485703212783926030e-01,4.060572332395082779e-02
9.780906642224851399e-01,1.150709130461452512e-01
9.318249879166409233e-01,3.005405946298860820e-01
9.675891169322484719e-01,-8.296903135220774772e-02
1.215584377856241183e+00,-1.254916350614928289e-01
1.221945107890663573e+00,6.798872586239072813e-02
9.644823714852633900e-01,-1.795991310727655943e-01
6.145124919589941559e-01,-2.216176180672631557e-01
1.261712733227185579e+00,-9.378099561415353946e-02
7.300890084994451357e-01,-1.786710274129079401e-01
9.307988686009319723e-01,-1.878585836648754420e-02
1.212298625756607739e+00,-3.268427849957561415e-01
9.864399316235418214e-01,1.791201710907059652e-01
8.816189376032848024e-01,1.390302849781297201e-01
9.319221259102857813e-01,3.602516420843202699e-02
7.639887384063884790e-01,-5.325368779955802490e-02
6.905982130547960729e-01,1.159428501923435439e-01
9.702130412866915021e-01,8.643536714318050818e-02
1.106282728800115134e+00,-2.247327351369294846e-01
7.721489708104635197e-01,2.773408244996367067e-02
8.179687506881720971e-01,-6.213608947072966210e-02
1.125501684487349996e+00,-9.163681306861169718e-02
9.735116951773550298e-01,2.187073075290767443e-01
1.064380466917848489e+00,-1.742250575503935806e-01
1.316970393217013813e+00,-8.513376009574417924e-02
1.138989577968013034e+00,-1.624727497347947525e-01
9.589143825293826584e-01,-1.272432191183711370e-01
8.736450696322559661e-01,-9.071388714744955603e-03
1.151612494809440612e+00,4.146970297309587189e-02
1.427855138788101996e+00,-6.054110627195033456e-02
1.112779778613564696e+00,-2.600286382683609024e-03
9.488487309419884053e-01,1.830658682892278843e-01
1.159039903226098511e+00,-1.608721121489219419e-01
9.763412847480263945e-01,-1.920775424663149211e-01
7.613344954014198418e-01,1.049512080130239888e-01
7.710903598731599917e-01,-1.541088248265388705e-01
1.105122102181220756e+00,-3.039605134774509554e-01
7.774638669688190840e-01,-9.261504001052459079e-02
1.247894160198804947e+00,1.161549151644640232e-01
8.729426619571984958e-01,1.314311362543002237e-01
1.271869990467170863e+00,-4.480408055683876012e-01
1.166819724784722734e+00,-4.065656309350001441e-01
9.633221425282708639e-01,-1.360593971015018090e-02
1.290580795874251896e+00,-3.205593138699212030e-01
1.457135495571220574e+00,-3.538782294373216120e-01
6.743456782368276725e-01,-2.374144028045835908e-01
1.073780106630386033e+00,9.887682282523432842e-02
1.016319115922611482e+00,4.731775667531870622e-01
1.014500563176760073e+00,4.066665971169216892e-04
6.236181941562981557e-01,-2.513719738463532916e-01
7.890250035703072484e-01,-1.194189300761653305e-01
8.925714487174033485e-01,2.203473352195782775e-01
9.597351493252945787e-01,-5.893263266507619003e-01
1.246571282580438700e+00,3.235135056786980767e-02
8.751434641613795584e-01,1.425823402123480889e-03
1.012861622975439468e+00,2.057607977210076378e-01
9.599615138613164511e-01,-4.555153486012681469e-02
1.324307107862054300e+00,1.145944464378614417e-05
8.328920851223707844e-01,2.038931338122466352e-01
1.175842934595097145e+00,-1.867971141280276304e-01
1.603199031497922311e+00,-1.208166030704954097e-01
1.228012002238526579e+00,-9.897224872064173951e-02
6.119737153205663249e-01,-7.791449976567167701e-02
8.450076716406136335e-01,-1.500687596292477333e-01
7.877839774761981051e-01,-4.694244922761325878e-02
1.000759347092507801e+00,-6.551464317392019510e-02
1.062514586144644557e+00,-3.142465895356758021e-01
9.841877916606754928e-01,-1.534121338499655485e-01
1.096597279347134801e+00,-4.128261691265612265e-01
1.190347682715470867e+00,9.037785247463994698e-02
1.037151139746007145e+00,3.647405776068667754e-02
8.940170401300915337e-01,2.227098287564338031e-01
1.468901449378848145e+00,-1.161874655356775476e-01
7.853536592686297668e-01,-2.627111719317178906e-01
8.735831779720558687e-01,-8.500914919096106770e-04
1.137757350504330134e+00,1.202131426838864425e-01
1.069257051268613035e+00,3.584169188365441960e-01
1.053805440498830404e+00,-6.807407067980070919e-03
1.135768378170233017e+00,-2.567642484457163810e-01
8.502884481892205581e-01,-7.320804022483136386e-02
9.809167985194768846e-01,2.704183037957609559e-02
9.152634856332612090e-01,1.509313689789963386e-01
1.169617848331983012e+00,6.380847841942453857e-02
8.102436357705835590e-01,1.444686280440246051e-01
9.784348870379233620e-01,1.166475318274483863e-01
1.237651332852802488e+00,-1.499568874873311586e-01
1.145984163309289317e+00,-2.069234244004243273e-01
1.035935604775342078e+00,1.041319944691729976e-02
1.079306576078572721e+00,1.406984683539853342e-01
1.144055474289686014e+00,2.065711546162214002e-02
9.745376339785808417e-01,-5.494995833425245224e-02
1.140811537404856413e+00,-1.912762500851449832e-01
7.617778540232551521e-01,1.053505230679624288e-01
1.034379035071588016e+00,2.236417040648108062e-02
5.889950435697950404e-01,1.522767281695475150e-01
1.243420814988693390e+00,-2.751483839511638663e-01
8.858359603310501651e-01,-4.799836217184717119e-02
9.573547812284814995e-01,1.863881106211025263e-01
8.689526684548454227e-01,-1.518863224875452445e-01
1.062918049046818414e+00,1.836591739882659780e-01
1.009800202090477050e+00,-8.464362671399758287e-02
1.090150103924661273e+00,5.066352703922617773e-02
1.124451264287396057e+00,-2.340962440985094872e-01
7.612047891703871416e-01,3.186177364576263382e-02
1.116282167725511032e+00,-1.223766280960921216e-01
8.494133215118584435e-01,1.110354545741800564e-01
8.973997006487387518e-01,4.005254094874849402e-01
1.172967380955362460e+00,-1.878497153614404336e-01
1.105910200759837592e+00,2.412359706243542012e-01
7.002089060689447031e-01,-1.117697064122070150e-01
1.140563269337144803e+00,-1.234617359656181856e-01
9.658916504233784339e-01,-6.855820360434559946e-02
1.148756346529990369e+00,-2.708942950813809925e-02
7.403024704210834361e-01,6.501762298993588041e-02
1.031324475295202214e+00,-7.837213439330281695e-02
9.208815207884537557e-01,-2.090269760885575812e-01
6.599143983749107267e-01,-6.400433140064130944e-02
1.011944114822668439e+00,-2.345668543002991102e-01
6.554118878390807756e-01,-7.922543011518234923e-02
8.194847811208749722e-01,2.197257204760971472e-01
1.031043882370524800e+00,-1.952970474349709218e-02
1.024193667743798386e+00,1.813345131449544401e-01
1.156063616282507756e+00,-1.183073863151581639e-01
1.318164887150699682e+00,8.884042047592610389e-03
7.530027248303323706e-01,2.243972614238974317e-01
1.054591351256135789e+00,-2.519498582243205956e-02
9.443589603462886339e-01,-2.869411931967356666e-01
1.179818702315820866e+00,-5.045864282529906319e-02
1.428650762277135833e+00,-1.249485664838631271e-01
8.366774554534829322e-01,9.520786410243617381e-02
1.020036989883983614e+00,7.751478162921202064e-02
1.095487963670392029e+00,1.072713972040302832e-01
1.110718534011609027e+00,-1.466970020872946680e-02
1.003680624970510360e+00,4.122866671169163333e-02
1.209566266486993502e+00,2.715290639122400901e-02
8.289807309125544199e-01,-1.502648759878514630e-02
1.082582403980054453e+00,-3.525586556039291275e-01
9.809078372132186141e-01,-2.002518861332282588e-02
1.000598266805596825e+00,-3.403983929256240715e-01
7.486662990054595568e-01,7.575312110335132021e-02
7.900983323365728950e-01,-9.076140278886105084e-02
9.669111090562616528e-01,1.428352043949627503e-01
9.945838146266515745e-01,-3.265576275933876338e-02
1.192521246346403441e+00,-3.531814328534882974e-01
1.098214527069501401e+00,-8.529684179642216257e-02
1.280130682263747488e+00,2.064634111577211828e-01
9.663195120341833144e-01,-1.630042486122778023e-01
8.148648056566836217e-01,-2.112954474976095620e-01
9.060213132207770581e-01,1.574306135164126319e-01
3.263498787733211115e-01,-3.848780948800732959e-01
9.056596826351834828e-01,2.341676629543087973e-01
1.007404353898053939e+00,-1.240169022319095177e-01
1.005064816477277967e+00,3.693760135674586942e-02
9.819950176281986298e-01,2.986745941082138422e-01
1.155253359124105650e+00,1.308900275266442204e-01
6.628040817151524822e-01,-7.125417684532894813e-02
1.024479865518510557e+00,-2.193128969869200806e-01
8.636529077048744618e-01,2.238568315385231211e-01
1.095158678601174440e+00,6.625902696356152782e-03
6.043899952899614014e-01,2.500922819471492753e-01
1.078733388603134058e+00,5.398512624956532113e-02
9.116564358505788723e-01,-4.506729846686447633e-03
8.319880819570234509e-01,-4.215292028956398873e-01
7.426192179630057844e-01,-1.142245435243491869e-01
8.747141287022509593e-01,-1.301458653728510273e-01
1.153023859606769008e+00,1.093282901794286471e-01
9.297265177326666796e-01,-1.464328348357520626e-01
1.160166245026484466e+00,8.127537479098383144e-03
1.080212065125080612e+00,-3.377695691118913768e-01
9.433170285670875455e-01,-3.436020272811376453e-01
1.345368076225898157e+00,-5.919378544155976885e-04
1.046959101911243195e+00,1.562692628960067696e-03
7.140992046139778004e-01,1.473965715297552784e-02
7.982485309933778916e-01,-1.313986829627452058e-01
9.886908631299170525e-01,-3.158662595764617775e-02
7.813167016773668871e-01,1.779430023550900852e-01
9.973150906891319334e-01,-7.803432318185686556e-02
1.099204509923485951e+00,-1.716297033925754389e-01
1.207412205137227801e+00,1.000500640247874995e-01
7.079649290848761822e-01,-1.349028127878439676e-01
1.269180988067612592e+00,2.362810401440834651e-02
7.416566909687938303e-01,1.999420768882585742e-01
1.093481445354247628e+00,-6.484970932711385527e-02
