dimension1, dimension2
5.836334784598182779e-01,9.218491744377803609e-01
1.305444492152813440e+00,8.998466260658126714e-01
6.163157796411169453e-01,5.850839818332324027e-01
8.543783962794906373e-01,9.219249239352171887e-01
7.299323648562052735e-01,1.153687497112756422e+00
1.015097789650641458e+00,8.753794819619017398e-01
1.056890142707680891e+00,1.168664393229461584e+00
1.070549345138373187e+00,1.109417056341285068e+00
7.997801401971079693e-01,7.010765765909501290e-01
7.157529351304445786e-01,8.318661036100442052e-01
1.087336473975811790e+00,1.002495262326836611e+00
1.429535919833780255e+00,1.135690764672529607e+00
1.189249114608629254e+00,1.252071405774234147e+00
9.922059388337937103e-01,1.086004393365016085e+00
8.313435935585847814e-01,8.554950979960143087e-01
1.043597623257837004e+00,7.599087254808349901e-01
1.038806907794220580e+00,1.014711087908984455e+00
1.138709960793830467e+00,8.193228605942950438e-01
1.290800094076965499e+00,1.217740337871959788e+00
7.991639864692406947e-01,6.372185250079609453e-01
6.905857434442060905e-01,5.446208613161926948e-01
6.800796198593426212e-01,6.665248230382228023e-01
9.945893753094806611e-01,7.611545876550092071e-01
9.622178289773326565e-01,9.984341185806422381e-01
7.983503221094661040e-01,8.243977732781303525e-01
1.364220651854155530e+00,9.716857830081575553e-01
1.121775322133859110e+00,1.144821720186330216e+00
1.066247886935620670e+00,1.026582707108975479e+00
1.065256159849158335e+00,7.953389797642586023e-01
1.073200084200846449e+00,1.038366288716418451e+00
1.010494979436141527e+00,9.484605215727146543e-01
9.007359272094710434e-01,5.718033840547342983e-01
7.567343427558692603e-01,7.252978079854028870e-01
9.332140996448710091e-01,7.747388682146836292e-01
1.028325024186772296e+00,1.336639025160905714e+00
8.722378490755838820e-01,1.149603243177109491e+00
9.141900853537856531e-01,7.111719255073126744e-01
1.172859736732451807e+00,1.470709613348571976e+00
9.398887551573127386e-01,1.046726829056044306e+00
9.588172593236872210e-01,8.547700722288680275e-01
1.112022598374081017e+00,1.007264542379311179e+00
1.003250147032086703e+00,8.840250894021085548e-01
1.005684176627189341e+00,1.017476033750284836e+00
9.954176280686590772e-01,1.196118082662155579e+00
5.455147729644989063e-01,6.403902533406851116e-01
8.369809312411182756e-01,7.650478946891132725e-01
1.050703546480498574e+00,9.531100351365591195e-01
6.774223581196483490e-01,7.166590890487922749e-01
8.581701969975999988e-01,8.765086482958972525e-01
9.790711660104496339e-01,9.461053709243435472e-01
6.461540333796114144e-01,4.787215080781808130e-01
7.226679907774676836e-01,6.025043603433417605e-01
1.098753529583409438e+00,1.267772072246383885e+00
1.160504389870219200e+00,1.346096588018540263e+00
1.019449285414750550e+00,9.805470033697297749e-01
1.017612546296675413e+00,1.326019505954424638e+00
9.477246776680759988e-01,8.984365049587348384e-01
9.539362115836281797e-01,7.703695201507121393e-01
1.188168973260124606e+00,1.244181930034817585e+00
9.549263607478160054e-01,9.130635953009591521e-01
9.467309946697254341e-01,1.208651028759596624e+00
1.183083498004130263e+00,1.323701950752269818e+00
8.147246448831344523e-01,8.460339447869446028e-01
1.125864468846700994e+00,9.963331284848385705e-01
7.316193636127843458e-01,4.645573733010401885e-01
1.173908369089619264e+00,9.193114934631572144e-01
1.188579697685757441e+00,1.199656403716582664e+00
1.128914791034525411e+00,1.043064097495785880e+00
1.125130984779597165e+00,1.001036365224410751e+00
1.001763592012546722e+00,5.696524714214405982e-01
9.518849193525701358e-01,8.957027490426712202e-01
1.212151125082379988e+00,1.176582669693864824e+00
8.629673809469644574e-01,8.046221500147708872e-01
9.051622942463370958e-01,1.010545889771331085e+00
1.298480817183707225e+00,1.414324085671916809e+00
8.441368006649443423e-01,7.772894146660443981e-01
6.015514076520243059e-01,1.660699302956499812e-01
1.182262943462506266e+00,1.584480860859624141e+00
9.843188031271405958e-01,1.006277509257672564e+00
9.067311585404637109e-01,7.633998263397571149e-01
1.323551579141658108e+00,1.556419974723715960e+00
1.038133134328711682e+00,1.208296063490188699e+00
1.066611797723714172e+00,1.072413705069988454e+00
1.242406924452153838e+00,1.281421519757416805e+00
8.810209811532440094e-01,1.244395423376483123e+00
1.274661777472916313e+00,1.493482340409231224e+00
1.002196672892628371e+00,1.367603801049683598e+00
1.295009158993357889e+00,1.205657330974152508e+00
8.628401333471646950e-01,7.030391971450274946e-01
9.283020832408038769e-01,8.770920201736024380e-01
7.684809960180758459e-01,6.657744460985077772e-01
1.270144572806580552e+00,1.576860710867914017e+00
9.492993447699928922e-01,8.950216395578236561e-01
1.002367038671656774e+00,8.482799417757154181e-01
1.012901162297348723e+00,7.658739814568282789e-01
1.216391328274654349e+00,8.140471549814887187e-01
1.051623570270817210e+00,6.289829631732708481e-01
1.417367613638376600e+00,1.429870117010037855e+00
1.031608340615702391e+00,1.104459972068778884e+00
1.000217702654481844e+00,1.323619092204262104e+00
1.218348574119441530e+00,1.362154655024880645e+00
1.063688534880612435e+00,1.001837808766793847e+00
9.800716222841010516e-01,1.020362445375452287e+00
1.308862326197575809e+00,1.199808723166408297e+00
8.997647737994489692e-01,8.902638816898404972e-01
7.847003172416778805e-01,1.029043034095142639e+00
9.370553163852112233e-01,1.017395162009128162e+00
9.717590480430321476e-01,1.060337869785856757e+00
8.556667983874497452e-01,8.769837752553157895e-01
7.297950400934619664e-01,7.752698736869245710e-01
8.749374037479398236e-01,6.596408380564768859e-01
5.408446939383936281e-01,5.039389422778307592e-01
8.571508026570605621e-01,7.918387554809046547e-01
1.242644603850842078e+00,1.315877990323402136e+00
9.036992173047365684e-01,8.225137637346742192e-01
1.029476532274287370e+00,9.627650367579505541e-01
9.289928769480606530e-01,7.241720282689165789e-01
1.033087813588729142e+00,1.361937726605705334e+00
8.268060263789818176e-01,8.541263217494599047e-01
1.047361080575601955e+00,1.169005827977520839e+00
1.014298478597748021e+00,1.162362405870106752e+00
1.227919309778130019e+00,8.150065458201761759e-01
8.674773585613040350e-01,1.173619933190199305e+00
1.202684561852607192e+00,8.691073769093861090e-01
7.966314596741050913e-01,9.081627086782722014e-01
1.026010115810459755e+00,1.133546743920936795e+00
1.051192960404648380e+00,9.098781343405886179e-01
9.418892197940536004e-01,1.061495949982180775e+00
1.142930685239575084e+00,1.096796343334313750e+00
1.103862123333533951e+00,1.016094936882304900e+00
1.118374492610683335e+00,8.900208775655801263e-01
8.073734894372185389e-01,8.468037747441825580e-01
1.020381688446914348e+00,1.022361250588535109e+00
6.527321919417014007e-01,3.900310937749641993e-01
9.939287407603945024e-01,8.408677776861070985e-01
1.111737479293235520e+00,1.415441904169900678e+00
9.811792281027805762e-01,8.155313051913385403e-01
9.426373938524437168e-01,8.461748653834930689e-01
8.740930636831745204e-01,8.618499759605585675e-01
1.018428653398333772e+00,9.735839252197665550e-01
1.159765470465476511e+00,1.346864292183310718e+00
1.334533640532380661e+00,1.636406736963999853e+00
9.901860919540229622e-01,9.255999903098013348e-01
8.689093181942955102e-01,1.056687794151925486e+00
1.122107926548213674e+00,1.066062670310967242e+00
9.911122866855247571e-01,1.013682623301856545e+00
1.204057770971775243e+00,1.005435975089785661e+00
6.906222094692384683e-01,3.942691270284127136e-01
9.022793972641062199e-01,1.224091427619012018e+00
1.013012075884774710e+00,9.441820312169871832e-01
1.133698271581742967e+00,1.218764557210176180e+00
8.860963041519462902e-01,5.718100723534884633e-01
6.943671376113607074e-01,8.559943514357003513e-01
1.403462031533887711e+00,1.563555207676098568e+00
1.229598769722206830e+00,1.353530933402919523e+00
1.068301411647623933e+00,1.128798853176249173e+00
1.170294848420246892e+00,1.144428290745345134e+00
8.125180577229632606e-01,1.156605081324013629e+00
9.389628004020578178e-01,1.043419754448988268e+00
1.073235347412834439e+00,7.778565582034373538e-01
6.260485008572864718e-01,3.120568889822618597e-01
1.527974172529347197e+00,1.463130785957237778e+00
1.039914314698932696e+00,7.866199475339266112e-01
7.513217479915094144e-01,9.111886888369403747e-01
1.173065324331770576e+00,1.245516505130520146e+00
1.146405092108503609e+00,1.247200048604430123e+00
1.165616034177834104e+00,8.218541291805945281e-01
8.355178351259900937e-01,7.777608701225887655e-01
8.966855941894866788e-01,1.047564208125114416e+00
8.239168673660981490e-01,1.050539800813198088e+00
1.162695035990677361e+00,1.063138705823062136e+00
7.195906207563482759e-01,8.699684751529064286e-01
1.293451134378898582e+00,1.129840374930964453e+00
1.076232373219623062e+00,9.702968064524699621e-01
9.823962993684074441e-01,8.188691046752762936e-01
9.176684435258658512e-01,1.019488624507797647e+00
1.022806856055308744e+00,1.173027155465054427e+00
1.010053175406063097e+00,1.166827599618143418e+00
8.998450045011545662e-01,5.654396749120078614e-01
1.314166449136728199e+00,9.363574248610857520e-01
9.432988471409352593e-01,8.814735912741021862e-01
7.065699518763333131e-01,7.206245361360271717e-01
1.140275153182908285e+00,1.337360764855679118e+00
1.303302118484146899e+00,1.365551605938096991e+00
9.425781407746376406e-01,1.044432315439265846e+00
9.169700177498995020e-01,9.199086429155509670e-01
8.416704611575636097e-01,8.021925329595447351e-01
1.322889380381195412e+00,1.219107986119432496e+00
5.967916693669840233e-01,5.476696264247146173e-01
1.029754265990614259e+00,7.014042932642421402e-01
1.297868875829748525e+00,8.373578168260438215e-01
7.936437049700493240e-01,9.751252910119072581e-01
1.253861064384737212e+00,1.160638976235113251e+00
1.082767281443050678e+00,1.106376670037946930e+00
7.026499922115589936e-01,2.681516861121485684e-01
8.045513338572624074e-01,7.702231798739618274e-01
1.303572284701160378e+00,1.444277251671667983e+00
9.277700549590870427e-01,6.573198167321188112e-01
1.098655070234894060e+00,1.031910751934780324e+00
1.544095972174827747e+00,1.687773654120273914e+00
1.073073092523047611e+00,1.026553128230266676e+00
1.027849067242829317e+00,8.378737952568328096e-01
9.374592552431811887e-01,8.022155285035859063e-01
9.077821517764670389e-01,9.580856019401957635e-01
1.212658356289077810e+00,1.228730979560815673e+00
8.965170926697546561e-01,8.458643893505757294e-01
9.773224890322299574e-01,1.241623405241933042e+00
9.735691799753405373e-01,9.043653441384893465e-01
9.747850524902794689e-01,1.060147916315080430e+00
1.284577176910324692e+00,1.486488125254097348e+00
1.013160876069489014e+00,1.099888714325889083e+00
8.918530861785207708e-01,7.029068484157363628e-01
1.055836734965660995e+00,8.631934974030024410e-01
1.060353388042521328e+00,9.317474370492205837e-01
6.497119879770676398e-01,3.528456168778223989e-01
7.900975209802061361e-01,8.996681489312252644e-01
1.325496076935349210e+00,1.211845385445992740e+00
9.704562476923013215e-01,1.113732183887274907e+00
9.126904256102194024e-01,9.665456875426307048e-01
1.182962398407947369e+00,1.429647925513749085e+00
1.135822399389264659e+00,1.230057234343234329e+00
6.808709097116295572e-01,7.015929034641541495e-01
1.081783744680808068e+00,1.440478633461166336e+00
9.211950078923886176e-01,9.559475405777992929e-01
9.289918845010987081e-01,9.964090343497370439e-01
9.190697230476648771e-01,8.672794367115579384e-01
9.259842293416478132e-01,9.136071503064661092e-01
7.856248522417921265e-01,9.306910120335906145e-01
9.533417649909903258e-01,1.196327326781664091e+00
6.801782963152376293e-01,6.164983892256624687e-01
1.105039647852161799e+00,8.015213215492340559e-01
9.590481208693839577e-01,4.572328263175103880e-01
6.513629867635453152e-01,6.213302134012170796e-01
9.841860211205367692e-01,1.158849720326033950e+00
1.120013500454229760e+00,1.200919832664426590e+00
9.436799789913193903e-01,1.149751690359695377e+00
8.609554470449582997e-01,1.251035591977940120e+00
1.014720894811371510e+00,6.102780170932260440e-01
1.255677664531974713e+00,1.353502178415411761e+00
9.665522597129209137e-01,1.284094930163031556e+00
1.178091643079548057e+00,7.107574267799339207e-01
1.162474268056976845e+00,1.299575944011625683e+00
9.297399330848569177e-01,1.208715267148373851e+00
1.038722276690342339e+00,7.533236839567449827e-01
1.432474112089149765e+00,1.465630130684581367e+00
7.150327403118317271e-01,8.653017583148339131e-01
1.193850167673197626e+00,1.637412360097003194e+00
9.505478623882466227e-01,1.223070518683655239e+00
1.094739929429892955e+00,1.089723098219169684e+00
8.015990482182063781e-01,1.101777378256791895e+00
9.904246438505086569e-01,1.034793005083067152e+00
9.164371103483033298e-01,1.042702782000406003e+00
1.353152362367032513e+00,1.439936637550953691e+00
1.056643400852936177e+00,1.270966826462037069e+00
1.029186110004886023e+00,9.626588603148539258e-01
1.124842219658411135e+00,1.109309318862135019e+00
9.185009571032489717e-01,5.425770678534675984e-01
1.067039354127595541e+00,1.030405652878497946e+00
9.801016884762642212e-01,8.658419547573074082e-01
1.025281659395007594e+00,8.128538721729818839e-01
6.431041319820556268e-01,8.483965240649389283e-01
8.426755246216633966e-01,7.620153759884218392e-01
1.270953282215625091e+00,1.304663818507092010e+00
1.226253068023639647e+00,9.529961805504314487e-01
1.059484707352663202e+00,1.081616616091099159e+00
9.486961543069476477e-01,7.208794590909273214e-01
8.319827613585160098e-01,7.387742524564878677e-01
1.027346632172049246e+00,8.205074097144895440e-01
1.179990669039633122e+00,1.272336171663662530e+00
1.148489463158702595e+00,1.219738006800060282e+00
7.776605083395157214e-01,6.348479891227915006e-01
1.155864879896950859e+00,7.941914632831774679e-01
8.725034734707330930e-01,7.388463002930425461e-01
9.157385621211331372e-01,8.450622642802734230e-01
9.237840012307723114e-01,1.264185129278437181e+00
1.350187732967936149e+00,1.132040691527175902e+00
8.577753207764376997e-01,7.535367439482217877e-01
8.775275679461845835e-01,1.228312544092551306e+00
1.120518298981312499e+00,9.903161869634892200e-01
1.087662360746058932e+00,1.001737057549689558e+00
9.327430851393876399e-01,9.139842608908717025e-01
1.012248471329864952e+00,1.029538213893861576e+00
1.162645840468708780e+00,6.879715807600186306e-01
1.252192343445638123e+00,1.247007954718188483e+00
7.146271171325533356e-01,8.632178184470161719e-01
1.243957073296511506e+00,1.458067844206633490e+00
7.624033815890283172e-01,5.370016870320146740e-01
5.028278890543655955e-01,2.291718268943632175e-01
8.319640772735337197e-01,3.965730508264264653e-01
1.115468497242154911e+00,9.507560464120184962e-01
1.091591099464527259e+00,1.349146211842727983e+00
1.069358231350567623e+00,1.230103804275704649e+00
1.315396069039327598e+00,1.452645306136791437e+00
9.030575172911957660e-01,9.294032255049058389e-01
1.045890393964569398e+00,8.805112711048717067e-01
5.828492789911321470e-01,8.201634178699244160e-01
1.442365169704265648e+00,1.282808901821963943e+00
9.233212837216648872e-01,1.143113607542860954e+00
6.182601400026906946e-01,7.371727078852081672e-01
9.236367494628576758e-01,7.368520318320123108e-01
1.188765812959683421e+00,8.356606808166902045e-01
7.870357794386368955e-01,6.664436045772504924e-01
1.000978215249509917e+00,1.017243432637972234e+00
7.679493772725588530e-01,8.692330536761956328e-01
5.810773840275134106e-01,3.147024397490983394e-01
1.359909845808693118e+00,1.460255180441087486e+00
8.924715491863357553e-01,9.302124872770477504e-01
1.290630612821598078e+00,1.444908387101735858e+00
1.121765245703395975e+00,9.316406276578679257e-01
3.168324871183068048e-01,2.521636605765402162e-01
1.125446529128832918e+00,9.915493459058620784e-01
1.120930391777261725e+00,1.349428286406235911e+00
8.198866051098584462e-01,3.357251009001831488e-01
1.136689794002831322e+00,1.442154348962866983e+00
8.263059369642760110e-01,6.440265418058152003e-01
1.205001227090084504e+00,1.207136702256367267e+00
1.004380105956677927e+00,7.907277597043983475e-01
1.380382679993998885e+00,1.527753047398073605e+00
1.145866877479861046e+00,1.231779584008758865e+00
1.249855350275365762e+00,1.474739948337701279e+00
9.505691695061861957e-01,9.414534449026109586e-01
1.011823425826584355e+00,1.068401764978326396e+00
8.347981186791219033e-01,6.067030977137972680e-01
1.021343223620521545e+00,6.156453054694042137e-01
8.946502012464923048e-01,6.383060779815716845e-01
1.104513282097344673e+00,8.792220644400290386e-01
8.705809259381949161e-01,7.448986037810337857e-01
1.009451781648881052e+00,8.697602368871347744e-01
1.201777791514636595e+00,1.045543235961130746e+00
7.417897950797036621e-01,6.035230000225161318e-01
8.484540789865480104e-01,1.185375396842244911e+00
7.897409086623861096e-01,1.033594526689776805e+00
1.042106545848159316e+00,1.193618109400524707e+00
8.407204724037187216e-01,6.514473984682533914e-01
1.159043717428994036e+00,1.226779084405101417e+00
1.383260346000981578e+00,1.237180377148447308e+00
1.056569356926343461e+00,1.094664995691049691e+00
1.211874923132111315e+00,9.872515784232814839e-01
7.386179180663112742e-01,8.887763250731676168e-01
9.167413913868583952e-01,9.515255762422565322e-01
7.589917208022722850e-01,7.772867715104365693e-01
8.985878628667212098e-01,1.136845265026914298e+00
1.073444083314903263e+00,1.207785616285369068e+00
1.288916990708822485e+00,1.257789023762883485e+00
8.904815324071096994e-01,1.071060833452760264e+00
9.759357296932261727e-01,9.661495674506893616e-01
9.541958769013426656e-01,7.809821807002834682e-01
8.904082369878973946e-01,8.768281982470428337e-01
8.860991922482067684e-01,1.160978927844234398e+00
9.976447719499852429e-01,9.961100118173050744e-01
9.646498417893129007e-01,1.414430861857415511e+00
9.863879608834047463e-01,8.182616057912006635e-01
9.373600368294604523e-01,8.146584679650454852e-01
6.459578570555084553e-01,4.111444409942440759e-01
1.072849641030512169e+00,1.019323088238349051e+00
7.652809605805027671e-01,5.497964388295019100e-01
9.371030119732393082e-01,9.848906065706171109e-01
7.653228927672309778e-01,6.933363260172917819e-01
9.990221118175359738e-01,1.192333274154975697e+00
6.734378099246403071e-01,3.151231141512133571e-01
8.695718025859460187e-01,8.171207366104098480e-01
1.153166074005738562e+00,1.100669095432503797e+00
8.110539111545858049e-01,1.179655421394696369e+00
1.139124635485968096e+00,1.011309389366509048e+00
7.602693749914002375e-01,7.963888985284203192e-01
9.329501825041897067e-01,9.593141896645694944e-01
1.154148572109654491e+00,9.762889613276645173e-01
9.869777583606109683e-01,9.152921033960433883e-01
1.152492766579596983e+00,1.383458407118654643e+00
8.959938546688865912e-01,7.025344563740739678e-01
8.885395778001743405e-01,9.170190745931439125e-01
1.221123505523707520e+00,1.084478225378011418e+00
8.642353473600754565e-01,1.084441621733845063e+00
1.202899367527989982e+00,9.342941869497285445e-01
8.636706371243094704e-01,7.408338160692096164e-01
8.876447098981845585e-01,1.105463915865334990e+00
8.124681881056637911e-01,1.124311110362266941e+00
8.050319042866461716e-01,9.855382205489410241e-01
9.041474720346748262e-01,1.077000665856372219e+00
9.301792852609781503e-01,1.220132556130631318e+00
1.294743593391580516e+00,1.152132589545059593e+00
6.025663234304077243e-01,9.316580077300269380e-01
7.909004984272154370e-01,1.355538604469337827e+00
8.873256635842610152e-01,8.887916986730814983e-01
1.042797946064036418e+00,1.288730276941169262e+00
