Dimension 1,Dimension 2
1.149920131,-0.16544965
1.295529156,0.019462902
1.03096581,0.183901148
0.876009232,0.074242863
1.066181887,0.258647314
0.831766849,0.009305717
0.967254456,-0.127068953
1.059414124,-0.197263392
0.926641373,0.12035373
1.067369508,0.161007982
1.000541165,-0.056389721
1.077614503,0.151629634
1.269766624,0.010465157
0.886027411,0.106456357
1.13471369,-0.100118482
0.828292673,-0.08866798
1.0753209,0.090102235
1.108649877,-0.055219461
1.165485374,0.153231415
1.230502838,0.242081057
0.778237227,-0.011657803
0.816934901,-0.144951036
0.993195627,0.065453146
1.219285592,0.185412432
1.04202892,-0.184711254
1.016170017,0.13229433
0.652540224,0.110727647
1.07333964,0.332799827
0.956854767,0.219005467
0.824648748,-0.079874735
0.562970726,-0.090074224
0.617964809,-0.209354519
1.084598151,0.089305413
0.916547931,-0.058648708
1.107532436,-0.102434885
0.818593246,0.07944736
1.103627335,-0.222803517
0.814837627,-0.200675637
1.091165683,-0.086606137
0.874083876,0.407814395
1.135979615,-0.11812895
0.9321908,-0.062351666
1.008285715,0.195610936
1.12059674,0.018701661
1.075068124,-0.005321109
1.130491811,0.094174027
0.874711264,-0.244954822
1.187382773,0.24883323
1.124062392,0.142059703
0.916745256,-0.021745146
1.203692564,0.08821168
0.871687098,0.013614972
0.654815121,0.07777182
0.8706304,0.029935899
0.945064239,-0.093796832
1.165927997,0.328442866
1.182899385,-0.207990438
0.885128051,0.126056026
0.928053911,0.10707317
1.032231455,-0.050861126
0.956981673,0.056146419
1.104912726,0.217211113
0.975263055,-0.118344561
0.919192985,-0.164731253
1.089984365,-0.004333544
0.986210328,-0.258333033
0.965717195,-0.006350902
0.766504975,-0.061250595
0.690929708,-0.306031358
0.760228758,-0.345918552
0.96424163,0.002251833
1.072962544,0.127345823
1.014011115,-0.095083233
1.054185379,0.273216524
0.941446932,0.285657462
1.168271302,0.069035574
1.139131553,0.221386782
0.776275109,0.290736629
0.74955973,-0.026494575
0.761754935,0.190425388
0.572795666,-0.195306021
0.686428009,0.048085633
0.906624342,0.116373833
1.225529905,-0.00342751
1.006450766,-0.377759746
0.990751336,-0.21965395
1.099266265,0.034686615
1.106318026,-0.108872828
1.011500401,-0.110658736
0.993454783,-0.084325292
0.839179966,-0.202479919
1.208420341,0.011829056
1.148580874,-0.070779424
1.002376784,0.134930727
0.98711325,-0.071118571
0.644128979,-0.050564814
0.969371735,0.179283455
1.091575915,0.119525813
1.018583422,0.039833736
1.106705761,0.143520133
1.014229396,-0.263827476
0.939435689,0.277588144
1.011550516,0.076117816
1.196083303,0.104779253
1.302459471,0.067713047
1.223602493,0.111570827
1.160905721,-0.141706185
1.094220391,0.148902816
0.847565551,0.134389333
0.850966149,-0.076557512
0.978776409,0.200483703
1.269278917,-0.217444903
1.147783164,0.037592715
1.011989499,-0.147067558
1.028481451,-0.136631408
1.131232038,-0.081682378
1.061776985,-0.016395146
1.21182094,-0.073257473
1.041433683,0.158510748
1.148624806,-0.202051579
0.997378747,0.106866664
0.692076656,-0.00645005
0.906526966,-0.157939359
1.341545153,-0.116503648
0.917941106,-0.01195152
0.969520217,0.1896915
0.923838074,0.216573279
1.142146233,0.086965959
0.957291015,0.12589723
0.88661726,-0.027176376
0.859719472,0.100161152
0.875352406,0.052306705
0.8179602,0.036217046
1.123496912,0.160377375
1.445440778,0.194246371
1.005584148,0.01151201
0.98447343,0.211820517
0.810487039,-0.095857492
1.236866207,0.111481521
0.784419929,-0.236685507
0.996683199,0.012736179
1.117590483,-0.009529805
1.068541238,0.065719306
0.943952397,-0.239474817
0.8566669,0.07069207
1.173467147,-0.021987283
0.926979338,0.265730767
0.80489309,0.255594016
1.057862873,0.024986052
1.006351189,0.18269066
0.953896792,0.279568516
1.095460692,0.274082807
0.935383537,-0.098157209
0.914043416,-0.07915305
0.841797652,-0.243105916
1.186469082,0.151049412
1.053007546,0.164527372
1.037895049,-0.010227046
0.811765844,-0.15377228
1.029804806,0.202495382
0.972206753,-0.221951328
0.85217207,0.222240127
1.101459837,0.184424028
1.092683774,0.17464199
0.56470093,0.120084953
0.997562478,0.262322241
1.196787168,0.046237477
1.085614203,-0.063041607
0.968623395,-0.119175788
1.102106383,0.15422034
1.018724875,0.185514336
1.090964785,-0.090177177
1.256521442,-0.179196258
1.090063624,-0.156456237
0.899103313,0.20053292
0.92218237,0.007619073
0.740783167,0.086729854
0.7703415,-0.181680525
0.985115651,0.00297734
1.07522516,-0.157564823
1.166359779,0.056791821
0.994788095,0.241597762
0.915340258,-0.10166203
0.673225212,-0.058511288
0.892378798,0.106658555
1.008433545,0.199019917
1.128506047,0.061000364
1.02450401,0.117765435
1.148686929,0.036838438
0.762676237,-0.044676669
1.086534049,0.123435869
0.984634558,-0.011546592
0.892453272,-0.061594184
1.238009896,0.146346128
1.200572952,0.015465268
1.360823226,-7.69E-05
1.194427174,-0.088254809
0.933555979,-0.281766728
1.175492866,0.073153395
1.104688066,0.150220697
0.972782442,0.147100496
1.127233637,-0.034246665
1.050873686,0.132142334
0.958120884,-0.146391801
0.96954439,-0.293846075
1.206907621,-0.154271674
1.175503331,-0.103839111
0.737152222,0.006461555
0.98316593,-0.024574278
1.05995264,-0.005938254
0.73041442,-0.109144429
1.180680186,-0.198555206
0.928389895,-0.198885076
0.868059056,0.090901791
1.020862126,0.000851163
0.873438999,0.02563741
0.930748903,0.189613906
1.104434688,-0.226374486
0.838335486,-0.036139129
0.943617364,-0.143363752
0.880520572,0.089326973
0.929803697,-0.152892061
0.676072694,0.260754506
1.165431388,-0.254644027
1.12719987,0.103272668
1.078270964,-0.045547753
1.209504219,-0.151181033
0.74829057,0.003623898
0.853163776,0.122575611
0.778988444,0.075487372
1.050792804,0.140391228
1.145534541,0.130299851
0.975967392,-0.228306823
0.965992041,-0.042406418
1.219110548,-0.086453589
1.243174573,0.058407816
1.117133113,0.041731599
1.002916887,-0.116436082
1.07489334,-0.172444142
1.090876175,0.126807728
0.757643397,0.260027788
1.057413958,-0.034314632
1.066495875,0.292338884
1.020961929,-0.12179301
1.084572896,-0.123855065
0.930864703,-0.084988821
0.800321942,0.062145025
0.935087902,-0.066557087
1.154088178,-0.012857499
1.101804335,-0.108159211
0.823951402,0.172337917
1.001273732,0.151824425
0.844183882,-0.06330998
0.8465979,-0.003222132
0.872446403,0.037642685
1.020328461,0.26831446
0.914287978,0.042114767
0.999823507,-0.050142907
0.624753332,-0.141019551
0.979302945,0.104887628
1.04080157,0.159745924
0.885680956,-0.068395196
1.020962268,0.066781427
1.119063123,-0.092802069
1.088669268,0.031781774
0.77645906,-0.126678179
0.936602769,0.102818375
1.066304961,0.04719676
0.972433364,-0.182889098
1.081040375,-0.032749637
1.141813588,-0.135317824
0.725423486,-0.055835709
0.743689288,-0.020835351
1.158696415,0.07663045
0.896885262,0.068931522
0.753997137,-0.021074332
0.874498194,0.191209709
1.063633802,-0.076840186
1.02906535,0.04469508
0.979981899,0.062366038
0.910795587,-0.221932718
1.158121664,0.180600728
0.931031954,0.180551881
1.019445044,0.128194212
1.115229533,0.055529454
1.057848499,-0.216646342
1.067229379,-0.002594863
0.708731446,-0.145012117
1.095393064,-0.213071971
0.946150517,-0.072681599
1.306475852,0.105851152
0.977487288,-0.192306405
1.289179639,0.205787823
1.190391291,0.132741403
0.92838581,0.042752547
1.081768034,0.193406475
0.928200663,-0.238451056
0.703243933,-0.307654811
0.886868688,-0.058317829
0.943617867,-0.018932122
0.933760671,-0.228086817
0.865036273,-0.104325229
1.027667159,0.11072926
0.801302177,-0.40263088
0.944553953,-0.048081713
1.081867926,-0.023237256
0.865985917,0.360388575
0.939012959,-0.092221075
1.238861221,-0.157219602
0.891417549,-0.085372505
1.019093031,0.192809432
1.127338575,0.119458847
0.970750817,0.075364293
0.907532265,0.170194122
1.106681184,-0.012058397
1.072648462,0.004281171
1.007470619,0.030127925
0.930336267,-0.172466145
0.791973359,0.075527509
0.715382424,-0.094641941
0.908917906,0.099270831
0.902250204,0.270556108
1.041544656,0.194979662
1.120810518,0.241300079
1.222663524,-0.185456085
0.723823275,-0.066125621
1.190857207,0.146639006
0.760150753,-0.008733762
1.102060859,0.030769204
0.834419277,0.179697422
1.112467407,-0.012236033
1.333672907,0.149058364
1.05843284,-0.073513228
1.205079143,-0.043128973
0.848564411,0.220351399
0.990935922,0.1550309
1.013333984,-0.12185002
1.202852564,-0.012714763
1.064809076,0.011137931
0.917908475,-0.304797118
0.994954281,-0.086058283
1.369525415,0.199891894
1.123612121,0.262596522
0.914561416,0.001767644
0.821881673,0.135487199
0.776265337,0.291511541
1.092260108,0.003345317
1.118033833,-0.313121646
1.09862794,-0.004651981
0.785034222,-0.310530686
0.95796994,0.151693174
1.037343225,0.058917015
1.097420028,-0.05186466
1.185501805,0.096830298
0.97325848,-0.006652596
0.738069151,-0.127214288
0.909287337,-0.18357771
0.73729527,-0.083925802
0.820532502,0.262533498
1.181245646,0.22954067
0.875090248,-0.260087494
0.964205369,-0.293244906
0.87483821,0.056421026
1.204195031,0.081282125
0.854227285,0.059959289
1.01957527,-0.038053173
1.325134181,0.182251867
1.100533433,-0.19483455
0.88898259,0.100086491
0.969762968,-0.018555737
0.963687004,-0.05107858
0.758258372,-0.184766252
1.181265538,-0.00017377
0.731099032,0.050330196
1.235025449,-0.122757219
0.712546376,0.23773261
0.744245451,0.073758359
0.795847738,-0.157176077
0.956597368,0.085125277
0.918310971,-0.104759829
0.968667619,0.189786865
1.081953949,-0.062214764
1.03179212,-0.060528282
0.972727899,-0.105693234
0.928219703,0.01491818
0.960686686,-0.093321681
0.845095414,0.399250451
0.91577147,0.079373401
1.069208216,-0.203403054
0.994297967,0.113186522
0.741734959,0.116939682
1.110528833,-0.051045821
1.002819009,-0.003882715
1.155026225,-0.045303401
0.992120746,0.042466023
1.113975541,-0.3269035
0.698171932,0.212991896
0.986347374,0.068614215
0.869217148,0.242904136
0.959552927,-0.04272986
0.900685094,-0.20842222
0.950082937,-0.149155237
0.977096883,0.196191051
0.969647163,0.003283999
0.834315991,-0.080801368
1.254026779,-0.053273519
1.116847248,-0.008430603
0.713588921,-0.054758795
1.087496697,0.006289568
0.890338021,-0.096907539
0.891087487,0.030565065
0.934082178,0.08231981
1.092969035,0.085495595
1.054227165,-0.026478924
1.075667478,-0.092895182
0.909230624,0.305351849
0.797937762,0.072968641
0.886149364,0.199775956
0.993937934,0.156312939
0.917917239,0.149969827
1.116366716,0.105428834
0.872879935,-0.271558226
0.77087312,0.035757118
1.167104447,0.080158219
0.879997244,0.040246874
0.879570206,0.208807575
1.01377609,0.13856909
1.002686199,0.068068513
0.890789374,-0.086392681
1.148338195,0.133531319
0.831480331,-0.145181624
0.851760552,0.084565589
1.09089923,0.183341744
1.051561932,0.047630603
0.737689631,-0.01714202
0.51703752,0.194411459
1.049361431,-0.259091882
0.85059809,-0.016585503
1.241054497,-0.08100913
1.134323369,0.149951019
0.905954726,0.087588273
0.866449503,0.035108286
0.914692376,-0.178461518
0.919304136,-0.240887287
1.222569815,-0.008408736
1.066280187,-0.127355645
0.89103807,-0.071881027
1.137174665,-0.39676562
1.083994568,0.00884969
1.046339417,0.054281729
1.045747797,-0.155405066
0.875163128,-0.331168351
1.162999365,0.048890968
0.866549344,-0.201709825
0.848212209,-0.151654615
0.871097409,-0.027980807
1.066587275,0.206782055
0.86714238,0.186265825
1.060916645,0.100151518
1.286887981,-0.086732922
1.121828733,0.005768289
1.05270447,-0.268133092
1.081585903,-0.099993688
1.095398629,0.06413622
1.059877396,0.003851585
1.10563005,0.120223014
0.905354016,0.033806383
0.973260888,-0.147562088
1.073883907,-0.027413195
0.905904723,-0.14012079
0.927471253,-0.173951013
0.977776739,-0.260585548
1.100474564,0.1251239
0.755974021,0.049711679
0.802261104,0.014025844
0.768227673,-0.135807984
1.250880876,-0.018475536
0.945412947,-0.167530135
0.834824242,0.005203535
1.006788209,0.023455635
1.029744305,-0.119750796
0.953374007,-0.332078492
1.128475123,0.131958505
0.968157862,-0.014772804
0.840152488,0.087854133
1.244801128,-0.082488538
1.140724544,0.17803634
1.160555713,0.170164359
0.985316889,0.004349369
1.029855258,0.047862468
1.041741094,0.172150409
1.126617176,0.101360755
1.076428827,0.127181709
0.93376103,-0.25129346
0.943326977,-0.058733811
1.083228341,0.033061549
1.130730931,-0.0102525
0.89619173,0.130988578
1.110431352,-0.015118598
0.961070758,-0.216893857
1.1150101,-0.067099447
0.839601123,-0.180913454
1.224241987,-0.111389851
0.820937124,0.230913916
1.065533978,-0.216170047
1.044098118,0.000718614
0.928021893,-0.27303336
1.090883926,-0.106843919
1.117558109,-0.085166088
0.882141669,-0.140557009
1.080525696,0.12581218
1.272324389,-0.057867642
0.855988994,-0.094320003
1.162197466,0.106780044
1.045760864,-0.002660403
1.102011116,0.030733278
1.314250628,-0.056132399
1.169042062,0.318641634
0.874504739,0.16514755
0.832679105,-0.047720796
0.906334897,0.074571464
0.782721255,0.021168428
1.0746459,-0.044585344
0.944338273,0.084685525
1.197914832,-0.175968263
1.008790026,-0.103445264
1.062781976,-0.044608725
0.936493787,-0.210705605
0.784828779,-0.092478323
0.758012233,0.048546137
1.153757406,-0.291938771
1.225871073,0.303866546
0.733296675,-0.157388831
0.724810586,-0.013803706
0.827181155,-0.094406837
1.035019171,0.175627655
1.033381093,-0.088597648
0.755986879,-0.161065805
0.997878616,-0.233898172
0.968464664,0.132021037
1.108583423,-0.198092412
1.226405351,0.132866653
0.849023186,0.02301257
1.26906408,0.102429085
1.369469575,0.053556883
1.010429434,-0.228761286
1.171633759,-0.43025515
1.104658475,-0.271164704
0.936104716,0.339021771
1.050798851,-0.024864125
1.14881215,0.163962235
1.174463697,-0.211865685
1.076859492,-0.239856516
1.114684128,0.182868438
1.11913948,0.05144522
0.85898791,0.164426208
0.938670462,0.025586052
0.859371345,0.10551358
0.849665252,0.319635241
0.932174997,-0.021977125
1.175343204,0.015048559
0.984995481,-0.088931383
1.003810815,-0.093012439
1.126943438,-0.057067031
1.094361498,-0.099516164
0.783411693,0.040950985
0.922289729,-0.102163495
0.903564708,0.315985282
0.965678494,0.218556188
1.033763461,-0.12162051
1.093802297,0.136817795
0.944176526,0.088085319
0.99855486,-0.070311024
1.02226817,-0.064744637
1.105452294,-0.043104522
0.874078145,-0.095826308
0.87519288,-0.214723985
0.804622694,-0.18831112
0.894974439,0.028744286
0.666917335,-0.045408139
0.692049504,0.152995907
0.808671875,0.257354969
1.065912507,-0.064438181
0.785515257,0.08982503
1.153000015,-0.21329322
0.974815884,-0.260479304
0.642774163,0.342136876
0.922549332,0.022608943
0.898027525,0.213781735
1.074617524,0.266568542
0.737371135,-0.176138304
1.074536042,-0.136357561
0.938338638,0.058148685
1.242127252,0.120777317
0.723504632,0.117397674
1.002039871,-0.059801879
0.872887712,-0.019328023
0.767877049,-0.134683675
0.985007106,0.149483357
0.896471233,0.157037257
0.825446319,-0.385984806
1.04334119,0.208301079
0.875899664,-0.103234806
1.001559223,-0.001709878
1.100208385,-0.005925067
0.937702505,-0.110779407
0.631558667,0.092973978
0.855433102,-0.109437921
1.290790676,-0.064227092
0.882222551,0.009760588
1.133508198,0.178934783
1.146381151,-0.039015335
0.737985574,0.035837803
0.932728383,-0.046663481
1.078421856,-0.213910245
1.236258585,0.020715859
1.125871867,0.117182072
0.885576604,-0.133646736
1.003882918,0.1244574
1.018208185,-0.233913619
0.823513063,0.16111622
1.108284108,0.061186387
1.055982804,0.364919191
1.255731309,0.185569369
1.037002931,0.023603941
0.664520733,-0.126476444
0.901088055,0.35247839
1.034572195,0.047601207
1.241980913,0.044487839
0.968700934,0.08979771
1.254207526,0.024701515
1.202675325,0.121216418
0.811972945,0.181215133
1.112400643,-0.044991078
0.841166091,-0.223087763
0.984538589,0.245506276
1.079052715,-0.039086932
0.851671928,-0.091408422
1.036659584,-0.079424051
0.791728719,-0.009938883
0.894031307,-0.020616864
1.11341375,0.163220054
1.056671203,0.117786851
1.192062707,-0.107548855
0.877505498,-0.028141421
0.996665487,0.205964756
1.052374023,0.089709522
1.183018559,0.168256454
0.82647917,0.149325232
1.21257573,-0.044982214
0.983778138,0.110899657
1.053420033,-0.220866042
1.300210136,-0.10003425
1.211584779,-0.054068454
1.096991021,-0.039344783
1.025860209,0.024564063
1.163319635,-0.160550083
1.233318202,0.171667587
0.817393298,0.137326914
0.835530763,-0.206145752
1.051678972,-0.04820233
1.083275397,-0.11679897
0.876151326,-0.184344846
0.925375071,0.148235301
1.135949408,0.004573764
1.176025069,-0.150438038
1.282537482,0.015613231
0.93714115,0.144272569
0.995437431,0.096730305
1.072375899,-0.118812797
0.996598198,0.087770046
0.969244932,-0.045807117
0.85448903,-0.02868582
0.899438155,-0.005132862
1.143900431,0.096588751
1.001627949,0.380349302
1.168310045,-0.056244165
1.042480387,-0.065390799
0.86694556,-0.129313937
1.013057429,0.074377535
1.038447877,-0.151761821
0.993153786,-0.200078151
1.03021503,0.458849489
1.119992558,-0.017549267
1.063384077,-0.268180042
0.868660666,0.007936535
1.087170288,-0.212863191
0.848151858,-0.043934709
0.778725921,-0.206233408
0.962862869,-0.166015874
0.881133372,0.220649971
0.821198723,0.102609912
0.996017213,-0.010464204
1.057338073,-0.016934332
0.944751945,0.031577383
0.955042574,0.164741912
0.988040711,-0.038009283
1.260618691,0.218222378
0.809329374,-0.079037854
0.83782186,-0.002577198
0.83051611,0.010186866
0.962948216,-0.110064777
0.921063552,0.206484208
0.744935926,0.06360001
0.929034306,-0.128122372
1.137127158,0.297308459
1.023441889,-0.134736362
1.261907611,0.157104102
1.2429615,0.098392083
1.432861434,-0.172929437
0.848582769,0.204036255
0.973211029,0.125879617
0.929514617,0.086749946
0.894291455,0.224710193
1.116135258,-0.006024031
0.988096343,0.274655613
1.087416903,0.02009081
0.616782469,-0.020975557
1.082724791,-0.14831699
1.000606801,0.060359475
0.893626597,0.003426213
1.216086605,-0.067841736
1.051440575,-0.213351731
1.068371922,-0.198594526
0.979674571,0.250880642
0.990002486,0.186622028
0.873395631,-0.144495152
1.199663033,0.209054816
0.838020641,-0.057096693
1.028334454,-0.094277694
0.80529993,0.021691692
1.005206692,0.030236884
1.057544716,0.081931572
0.778424528,0.045639224
0.846051356,0.080389685
1.317280752,0.012996238
0.958120435,-0.03218385
1.024221653,-0.024849467
0.988478049,0.012908575
0.753539867,-0.31689893
1.103962312,-0.021160721
1.065941327,0.193079792
1.057661723,0.230055841
1.254089123,-0.214645258
0.766370658,0.043039062
0.920377872,-0.047817865
1.097140038,-0.113218435
0.88053217,-0.216342865
1.150955945,0.215936996
0.897434161,0.245508475
1.13689815,0.082256426
0.977971957,-0.187198646
1.120758712,-0.113872371
1.360973901,0.127468411
0.853900855,0.084154953
1.028567923,0.024977067
1.122487911,-0.105980862
1.083329563,-0.051160986
0.797396282,-0.175650535
0.900005531,0.104325269
1.085261251,0.096852585
1.042307823,0.293072685
0.922124993,-0.003746203
1.17305555,-0.137780933
1.044056111,-0.087954883
1.075789402,0.114356926
0.920634478,0.11579404
1.141075405,-0.071683883
0.998715646,0.370131932
0.991541434,-0.335411596
0.894763267,0.084070262
0.713223864,-0.173155567
0.954598546,-0.082546529
1.068730796,-0.106424989
0.899658259,0.039642226
0.767864441,-0.0104601
1.1089335,0.067550488
1.078903929,0.163336874
1.170036224,0.086752574
1.109706659,0.125640672
1.08543559,-0.119963136
0.864069901,0.065018476
1.134246097,0.029790844
0.965882534,0.073374158
1.101447319,-0.054897717
1.061168295,-0.239413036
1.147945854,0.102666797
0.915384457,0.023102741
1.0008425,0.177957602
0.889065297,-0.09002998
1.114216015,-0.097918185
0.816781309,-0.149151538
1.084534285,-0.075761195
1.052970936,-0.153948082
0.758084712,-0.236994792
1.119883035,-0.102589064
1.061415791,0.191705493
0.911351025,0.008435863
1.111788253,0.113137055
1.155754442,0.1650066
0.894325355,-0.115420149
0.965136857,0.177277562
0.921558357,-0.30454173
0.907820739,0.350151945
0.975629083,0.038217086
0.78483705,0.130432967
0.875252103,-0.124480969
1.256375666,-0.021841248
1.083003087,0.044409891
0.86810262,-0.237163139
0.940224751,-0.0774025
1.158067283,-0.020754826
1.115236652,-0.088559142
1.101120568,-0.275853557
1.254811814,0.149130344
0.927028298,0.159359681
1.251463491,-0.053552397
1.054280291,-0.05903341
1.018139398,-0.099289157
0.817303451,0.06480195
1.058680839,0.112593104
1.105404794,-0.039607706
1.278111657,0.074405107
0.904890283,0.056933165
0.95302113,-0.065857805
0.877725483,0.200865765
1.033915408,0.152889143
0.957845641,-0.137637276
1.186373089,-0.123734963
0.934067554,0.153568888
1.162907648,-0.061306379
1.041403801,-0.296078835
1.085366689,0.115316421
0.89043613,-0.20428681
1.291656048,0.027835978
1.16217157,0.110999096
1.019752543,-0.173802168
1.043698605,0.14858576
1.019711321,-0.308739029
0.730068436,0.155910104
0.653359513,0.080279235
1.024340576,-0.097881893
0.972652778,0.056296238
0.998425078,0.103525941
0.770576853,-0.094011476
0.915189571,0.242066759
1.117478752,0.008491139
0.713750684,0.038586791
1.101000634,-0.119520171
1.009273973,0.052501764
1.087718749,0.02023308
1.072880877,0.108615126
1.039854196,-0.003860228
1.171218618,-0.017824872
0.796148912,-0.108780136
0.987925422,0.08504168
1.101038306,0.258202121
0.678929441,-0.148056632
1.068488137,-0.017469929
1.163621965,0.219151109
1.019178856,0.015210383
1.025026771,0.120974812
1.072431643,-0.166747762
1.056605356,0.075598708
1.010686152,0.128583723
1.026027695,0.074046574
1.087141668,0.322596184
1.267564869,0.184098668
0.890640981,0.030627404
0.676564722,-0.098684551
0.917254632,-0.115527676
0.956001754,0.029762173
0.940235345,0.086359011
0.99891566,-0.140972133
1.36048006,0.011984821
0.765307135,-0.046389589
1.116692327,0.074614628
1.221040683,-0.005474399
1.218640052,-0.034968573
1.054604975,-0.141557722
0.88615948,0.106558268
0.899770654,-0.133281352
1.105309546,0.124789542
1.065659444,-0.315178813
1.145517645,-0.101054834
1.011983053,-0.257945902
0.865604341,-0.05013571
1.223673867,0.159561331
1.029945435,-0.081611616
1.175495958,0.070099274
0.670257538,-0.078215632
0.880958929,-0.021018574
0.948080247,-0.04115636
0.987508814,0.047402416
0.882941542,-0.025720575
0.970194498,-0.157942093
1.054641122,0.161073715
1.119717459,0.175196975
0.701614298,0.037110619
1.189584324,-0.057152394
0.757880919,0.166538781
1.011829822,0.098893051
1.073292382,-0.173936931
0.852683931,-0.027301597
0.868730772,0.199793121
0.183527536,0.884090415
0.566237666,1.351816949
1.052957255,1.776406654
0.845209618,1.586546778
1.321611592,2.183350276
0.803389551,1.581859431
1.011005348,1.803893178
1.329959318,2.10472831
0.67341324,1.44900087
0.657948903,1.382712449
0.448391629,1.161545726
0.804453495,1.535736166
0.88799756,1.679236944
0.682799987,1.404426658
1.309376817,2.008670019
0.678880112,1.39371576
0.463797426,1.24843998
0.85315653,1.523042869
0.555130435,1.35232366
0.798026371,1.593266392
1.341877598,2.023099777
0.37731347,1.185248912
0.378223198,1.086801383
0.329456844,1.047572636
0.453379291,1.250280953
0.72151144,1.423836434
0.280166817,0.877496071
0.817943779,1.551225264
1.222409613,1.878336567
0.329765945,1.140421159
0.761883788,1.457756789
1.215740365,1.911371475
0.555368517,1.282176867
1.088413212,1.771655672
1.152763262,1.905504028
1.278693677,2.035040025
0.121422311,0.835358
0.950433915,1.662056976
1.198846944,1.870488834
1.272681675,2.055319394
0.776253966,1.475333298
0.711414134,1.393245619
0.96076505,1.719066082
1.573406748,2.353473073
0.595520624,1.379853092
1.297052511,2.063117147
0.524201252,1.288429228
0.766552894,1.549953965
0.879741248,1.652351258
1.53082793,2.35221574
0.792243946,1.565120663
0.324963531,1.055894216
0.282768149,1.009319913
0.811417164,1.615038814
1.040531567,1.792301408
0.809322003,1.581591545
0.962130655,1.768347449
1.136352858,1.949821767
0.843439992,1.666546256
0.547715963,1.241785332
1.027440835,1.76105346
1.125567971,1.907016687
0.495803822,1.192615865
0.094989168,0.793447618
1.207772102,1.965702836
0.458293411,1.206480214
0.679422481,1.439612077
0.548563445,1.272400786
0.826553044,1.507797654
0.124419908,0.805105142
0.917127229,1.672095836
1.032356878,1.740535434
1.054835538,1.753463953
1.276976449,2.072279033
0.959390321,1.720239918
1.052027465,1.797706592
1.036541908,1.770403523
0.162804137,0.950467923
0.863449052,1.683795784
0.735329905,1.474870923
0.790668523,1.520656797
0.995530033,1.802016796
0.14287091,0.962347523
0.792288294,1.646294865
0.933017387,1.752180137
1.032173319,1.759215537
1.36896047,2.124511437
0.451330752,1.271861409
0.781822171,1.576482858
0.498490126,1.139449604
0.961360538,1.748522189
0.572906467,1.237266845
0.755973024,1.509757164
0.528508561,1.316140126
0.852895372,1.617748202
0.506567921,1.310409938
0.45158781,1.191384519
0.685974086,1.44652128
1.052756983,1.850043835
1.078083015,1.878698612
0.517155332,1.235014451
0.249107959,0.913506055
0.776401216,1.535024552
0.823569261,1.609712822
1.250234921,1.941217662
0.876578478,1.656605601
1.212873011,2.035428273
0.549955879,1.233103672
0.436692828,1.203735602
0.671468602,1.45874793
-0.066623481,0.694202346
0.569016991,1.305227302
1.444790281,2.25302996
0.740529512,1.485946975
0.873681543,1.68507076
0.828512777,1.624327555
0.995589491,1.670562848
0.529250018,1.268657089
0.854244275,1.58463658
0.809566633,1.5678619
0.585538127,1.313748781
0.802020377,1.621370041
1.092184036,1.896127105
